Channel 1,Channel 2,Channel 3,Channel 4
60789,32766,41377,50568
60740,32721,41295,50499
60679,32666,41195,50417
60601,32597,41071,50312
60510,32517,40926,50188
60412,32429,40769,50054
60311,32337,40599,49911
60206,32241,40419,49759
60104,32149,40244,49607
60006,32065,40078,49465
59909,31985,39921,49327
59811,31906,39773,49186
59719,31833,39639,49056
59639,31772,39519,48948
59567,31719,39412,48852
59502,31669,39315,48766
59451,31629,39237,48699
59411,31598,39175,48649
59376,31568,39119,48603
59346,31540,39070,48561
59323,31519,39031,48533
59305,31501,38998,48519
59290,31484,38963,48504
59276,31467,38926,48484
59261,31454,38893,48465
59242,31441,38862,48445
59217,31420,38822,48418
59187,31392,38777,48384
59156,31364,38729,48343
59118,31334,38671,48291
59071,31299,38599,48226
59018,31256,38516,48150
58963,31210,38426,48067
58906,31161,38325,47975
58840,31105,38208,47866
58766,31042,38078,47747
58684,30975,37937,47623
58590,30900,37783,47486
58485,30813,37612,47333
58372,30717,37427,47178
58256,30617,37235,47021
58133,30510,37034,46857
58002,30396,36821,46681
57865,30278,36598,46495
57727,30162,36373,46305
57589,30045,36144,46112
57445,29926,35909,45914
57298,29807,35673,45714
57153,29692,35443,45520
57010,29581,35217,45329
56867,29472,34993,45134
56726,29368,34774,44942
56590,29269,34562,44759
56457,29170,34354,44576
56327,29069,34145,44390
56200,28969,33941,44211
56078,28872,33747,44041
55958,28777,33556,43875
55842,28685,33366,43714
55728,28598,33182,43561
55617,28514,33007,43420
55507,28428,32833,43282
55398,28341,32657,43143
55294,28260,32484,43012
55197,28184,32321,42889
55101,28104,32162,42763
55006,28019,32004,42634
54914,27937,31853,42511
54828,27861,31709,42394
54744,27788,31567,42276
54663,27718,31429,42155
54588,27657,31300,42047
54515,27600,31178,41953
54441,27540,31054,41858
54366,27478,30930,41755
54292,27417,30814,41654
54216,27357,30702,41556
54136,27294,30591,41455
54057,27233,30484,41353
53986,27180,30384,41262
53920,27130,30285,41178
53853,27075,30179,41089
53782,27018,30069,40995
53710,26961,29959,40906
53635,26903,29849,40822
53557,26841,29733,40737
53479,26779,29613,40656
53404,26723,29497,40581
53333,26670,29383,40500
53263,26615,29268,40411
53193,26561,29154,40320
53125,26510,29043,40239
53055,26459,28932,40158
52982,26402,28818,40066
52910,26342,28703,39970
52840,26285,28593,39877
52770,26229,28482,39782
52697,26172,28369,39682
52626,26118,28259,39582
52556,26065,28154,39490
52482,26011,28051,39400
52406,25955,27948,39310
52335,25902,27848,39227
52264,25849,27748,39150
52189,25792,27640,39072
52112,25732,27528,38992
52038,25671,27420,38912
51965,25613,27315,38832
51891,25556,27210,38748
51818,25503,27105,38666
51749,25456,27006,38594
51683,25412,26910,38528
51618,25368,26811,38455
51551,25323,26710,38376
51484,25277,26611,38298
51414,25230,26511,38219
51341,25180,26405,38134
51266,25127,26294,38046
51193,25077,26184,37961
51119,25030,26077,37874
51042,24979,25971,37784
50967,24926,25867,37700
50899,24874,25770,37626
50833,24824,25679,37554
50774,24779,25599,37490
50729,24746,25543,37450
50708,24732,25526,37438
50717,24745,25560,37460
50763,24790,25658,37527
50860,24878,25846,37660
51025,25024,26155,37884
51275,25236,26611,38219
51623,25525,27234,38681
52082,25901,28040,39290
52647,26365,29018,40046
53300,26899,30125,40919
54011,27476,31306,41865
54741,28069,32506,42840
55452,28652,33672,43799
56118,29197,34758,44706
56726,29689,35738,45538
57267,30122,36602,46286
57736,30499,37351,46944
58133,30817,37985,47506
58465,31078,38506,47974
58738,31291,38928,48359
58957,31461,39263,48671
59122,31589,39519,48908
59243,31682,39703,49075
59330,31748,39831,49192
59389,31790,39912,49273
59420,31808,39953,49317
59430,31810,39963,49327
59429,31805,39957,49324
59421,31795,39941,49312
59402,31776,39910,49283
59375,31750,39870,49241
59347,31722,39828,49200
59320,31693,39783,49162
59292,31661,39733,49118
59267,31632,39685,49070
59249,31613,39645,49030
59236,31599,39612,48993
59224,31583,39579,48958
59215,31569,39551,48933
59215,31565,39533,48928
59221,31563,39521,48931
59230,31561,39511,48934
59240,31562,39505,48940
59251,31567,39506,48950
59261,31574,39511,48959
59270,31581,39516,48961
59278,31587,39519,48961
59283,31592,39518,48963
59278,31589,39504,48956
59263,31576,39475,48934
59237,31555,39430,48900
59197,31525,39367,48851
59143,31484,39284,48784
59078,31431,39180,48698
59003,31372,39060,48600
58917,31307,38925,48486
58820,31234,38774,48353
58718,31157,38609,48212
58615,31077,38438,48069
58514,30992,38269,47922
58411,30904,38102,47767
58312,30816,37940,47613
58218,30736,37790,47473
58129,30662,37655,47344
58047,30591,37528,47223
57980,30528,37414,47120
57927,30479,37322,47040
57888,30441,37252,46977
57861,30411,37196,46929
57846,30391,37154,46903
57844,30384,37132,46899
57850,30386,37123,46905
57854,30386,37115,46912
57854,30387,37110,46920
57855,30394,37112,46931
57859,30405,37117,46939
57859,30411,37115,46941
57855,30412,37107,46941
57849,30413,37098,46940
57838,30408,37084,46928
57819,30396,37058,46903
57795,30380,37020,46874
57768,30363,36974,46842
57729,30339,36917,46796
57678,30300,36840,46732
57617,30250,36743,46656
57546,30191,36632,46570
57460,30120,36505,46470
57361,30036,36358,46349
57258,29947,36198,46213
57152,29856,36029,46069
57043,29762,35849,45914
56931,29666,35661,45751
56818,29571,35468,45583
56701,29476,35273,45409
56581,29377,35071,45226
56459,29276,34863,45035
56334,29174,34650,44843
56207,29071,34437,44659
56076,28966,34222,44477
55944,28861,34005,44295
55817,28761,33793,44123
