Channel 1,Channel 2,Channel 3,Channel 4
49647,21803,30036,50177
49687,21822,30017,50154
49760,21871,30038,50158
49871,21954,30106,50194
50015,22064,30215,50269
50186,22194,30361,50394
50389,22349,30551,50578
50634,22533,30798,50822
50916,22747,31103,51123
51228,22985,31456,51480
51565,23246,31854,51901
51924,23527,32289,52384
52307,23824,32752,52908
52714,24137,33236,53447
53142,24463,33738,53996
53589,24799,34256,54554
54049,25143,34779,55108
54509,25486,35294,55646
54961,25821,35790,56175
55398,26142,36264,56704
55806,26438,36707,57220
56175,26703,37109,57690
56508,26943,37466,58083
56803,27153,37782,58408
57054,27328,38051,58689
57261,27473,38274,58927
57432,27596,38458,59120
57572,27702,38606,59270
57677,27782,38719,59380
57753,27836,38799,59448
57806,27876,38861,59495
57842,27909,38910,59544
57860,27932,38943,59589
57865,27945,38966,59616
57867,27955,38986,59635
57865,27961,38997,59635
57854,27960,38992,59609
57837,27949,38974,59575
57824,27936,38956,59538
57819,27927,38944,59504
57817,27922,38933,59491
57821,27921,38921,59494
57841,27928,38918,59490
57870,27942,38924,59472
57899,27962,38934,59446
57924,27983,38944,59434
57942,27999,38951,59449
57948,28003,38952,59475
57935,27996,38947,59495
57902,27977,38938,59513
57848,27949,38920,59531
57779,27908,38890,59530
57693,27853,38842,59504
57594,27783,38773,59447
57490,27703,38685,59350
57383,27618,38579,59212
57271,27527,38460,59048
57159,27440,38338,58876
57052,27361,38220,58721
56949,27292,38110,58588
56853,27231,38008,58474
56767,27179,37915,58384
56697,27135,37833,58310
56644,27100,37764,58246
56607,27073,37707,58188
56591,27059,37671,58143
56592,27058,37660,58116
56598,27064,37664,58105
56601,27068,37673,58119
56600,27077,37688,58157
56599,27093,37710,58205
56600,27109,37727,58237
56601,27119,37739,58241
56603,27128,37754,58231
56602,27137,37769,58212
56588,27136,37775,58197
56562,27127,37773,58204
56533,27113,37767,58219
56508,27096,37754,58223
56483,27072,37732,58220
56457,27044,37702,58218
56434,27020,37672,58227
56411,26998,37640,58224
56387,26973,37603,58186
56353,26944,37557,58120
56306,26911,37500,58045
56244,26871,37433,57958
56168,26822,37355,57845
56080,26766,37272,57725
55985,26704,37188,57614
55884,26637,37099,57500
55773,26561,36996,57362
55653,26482,36882,57210
55534,26405,36769,57069
55411,26324,36656,56941
55280,26237,36541,56811
55145,26145,36422,56667
55008,26049,36298,56523
54870,25951,36168,56383
54732,25855,36034,56238
54594,25760,35905,56099
