Channel 1,Channel 2,Channel 3,Channel 4
30001,11920,34438,32968
29947,11872,34353,32878
29892,11822,34267,32792
29837,11772,34185,32729
29796,11744,34122,32695
29770,11731,34077,32677
29749,11720,34035,32659
29738,11716,34001,32649
29745,11733,33992,32656
29762,11763,33999,32668
29783,11792,34007,32677
29813,11824,34022,32697
29857,11871,34059,32733
29911,11928,34116,32780
29978,11994,34188,32852
30080,12089,34305,32976
30243,12240,34506,33183
30478,12457,34808,33479
30791,12741,35212,33866
31186,13096,35720,34349
31645,13510,36322,34920
32141,13956,36982,35545
32663,14422,37670,36189
33202,14907,38379,36839
33738,15396,39090,37496
34248,15862,39772,38145
34724,16294,40410,38758
35170,16696,41005,39320
35576,17067,41553,39842
35931,17398,42042,40321
36238,17686,42467,40742
36502,17935,42839,41116
36723,18144,43161,41450
36901,18314,43434,41721
37040,18445,43654,41925
37145,18543,43825,42092
37217,18612,43952,42229
37261,18649,44035,42303
37280,18656,44078,42315
37273,18636,44083,42309
37242,18589,44050,42300
37185,18516,43985,42253
37109,18435,43899,42164
37025,18354,43803,42066
36924,18260,43689,41966
36797,18140,43547,41844
36661,18007,43388,41707
36535,17878,43225,41567
36414,17752,43058,41420
36282,17619,42878,41245
36143,17485,42694,41046
36016,17362,42523,40856
35902,17250,42364,40680
35790,17144,42215,40499
35686,17053,42080,40327
35599,16978,41964,40188
35523,16911,41865,40073
35449,16847,41774,39962
35384,16794,41694,39865
35333,16755,41628,39808
35289,16719,41567,39763
35239,16673,41497,39695
35182,16619,41421,39627
35127,16567,41347,39575
35067,16508,41271,39514
35000,16434,41187,39431
34935,16360,41096,39356
34882,16302,41008,39302
34833,16251,40927,39233
34778,16195,40848,39137
34721,16139,40772,39051
34667,16090,40707,38983
34613,16043,40644,38900
34556,15995,40580,38802
34508,15959,40524,38729
34476,15937,40484,38689
34450,15921,40452,38642
34427,15906,40427,38578
34415,15897,40412,38538
34411,15892,40401,38532
34404,15878,40387,38522
34394,15860,40375,38501
34388,15856,40376,38504
34383,15856,40379,38532
34370,15846,40374,38550
34357,15832,40367,38549
34356,15827,40368,38555
34358,15826,40371,38569
34352,15817,40361,38561
34337,15801,40344,38530
34318,15786,40325,38504
34291,15771,40303,38479
34255,15748,40273,38437
34219,15723,40239,38385
34191,15700,40203,38347
34161,15675,40156,38314
34118,15639,40089,38253
34070,15595,40009,38165
34016,15544,39923,38081
33948,15478,39820,38002
33867,15398,39705,37902
33788,15318,39594,37795
33710,15240,39490,37701
33625,15158,39381,37609
33531,15066,39261,37495
33437,14974,39137,37366
33340,14883,39012,37247
33231,14785,38879,37130
33112,14683,38736,36999
32992,14585,38591,36864
32876,14491,38449,36735
32762,14397,38306,36607
32651,14302,38164,36474
32547,14215,38032,36349
32448,14134,37911,36240
32352,14051,37792,36133
32260,13967,37671,36023
32177,13890,37560,35915
32100,13817,37458,35799
32025,13739,37349,35678
31955,13662,37234,35572
31889,13596,37127,35477
31823,13543,37032,35382
31756,13487,36931,35287
31689,13428,36826,35207
31630,13377,36733,35137
31580,13334,36654,35055
31528,13281,36572,34961
31475,13225,36482,34883
31434,13179,36396,34827
31399,13138,36311,34773
31354,13086,36216,34698
31300,13028,36120,34611
31248,12978,36040,34532
31197,12932,35967,34449
31139,12877,35888,34353
31078,12822,35809,34268
31025,12778,35746,34211
30978,12741,35695,34164
30927,12698,35644,34100
30881,12659,35597,34035
30850,12632,35562,33996
30828,12612,35535,33965
30807,12592,35506,33925
30793,12579,35482,33901
30788,12580,35470,33898
30779,12578,35458,33880
30754,12557,35428,33834
30720,12525,35385,33798
30688,12495,35340,33779
30653,12465,35294,33737
30611,12428,35241,33665
30567,12388,35185,33598
30527,12353,35128,33544
30482,12314,35066,33482
30432,12271,34996,33413
30388,12235,34932,33368
30351,12210,34876,33348
30305,12176,34813,33316
30251,12134,34745,33256
30209,12099,34687,33196
30182,12072,34638,33150
30148,12039,34585,33100
30112,12005,34534,33040
30085,11980,34493,32989
30057,11955,34452,32940
30013,11915,34393,32868
29954,11863,34317,32773
29894,11815,34242,32688
29835,11763,34165,32619
29768,11700,34078,32545
29696,11637,33987,32466
29626,11581,33896,32394
29555,11523,33798,32320
29473,11451,33686,32219
29384,11368,33563,32095
29294,11283,33437,31979
29197,11192,33304,31873
29091,11087,33164,31747
28987,10982,33029,31603
28886,10882,32902,31471
28786,10785,32776,31354
28691,10694,32653,31233
28605,10616,32540,31119
28521,10551,32437,31037
28436,10488,32335,30969
28356,10425,32233,30881
28289,10372,32145,30793
28235,10334,32077,30735
28190,10309,32026,30694
28168,10301,32005,30667
28194,10333,32046,30710
28297,10430,32187,30865
28503,10612,32458,31130
28824,10895,32881,31510
29264,11288,33461,32038
29803,11776,34171,32703
30405,12321,34961,33440
31031,12886,35785,34207
31652,13445,36606,34988
32241,13976,37393,35740
32782,14462,38118,36417
33269,14897,38765,37009
33693,15281,39337,37538
34050,15609,39828,38006
34349,15879,40238,38395
34601,16101,40579,38712
34808,16287,40866,38979
34962,16428,41095,39198
35063,16519,41261,39360
35129,16573,41373,39469
35172,16609,41450,39545
35192,16622,41493,39589
35183,16605,41496,39592
35154,16570,41469,39564
35108,16524,41423,39513
35041,16464,41351,39435
34950,16382,41246,39329
34846,16287,41116,39208
34743,16194,40982,39083
34637,16097,40847,38948
34521,15990,40704,38798
34409,15888,40556,38655
34310,15799,40412,38531
34212,15713,40269,38399
34103,15615,40118,38253
33987,15512,39967,38121
33883,15426,39831,38018
33786,15347,39708,37912
33685,15262,39586,37786
33592,15179,39466,37672
33517,15107,39353,37576
33453,15043,39246,37464
33388,14977,39139,37334
33324,14912,39035,37228
33264,14852,38943,37153
33200,14789,38856,37066
33129,14723,38768,36957
33060,14661,38681,36862
32993,14605,38597,36794
32921,14546,38510,36713
32848,14487,38423,36607
32782,14435,38344,36514
32721,14389,38273,36447
32666,14343,38209,36381
32628,14308,38163,36311
32611,14293,38138,36268
32607,14289,38127,36261
32606,14288,38122,36263
32620,14301,38129,36271
32659,14336,38157,36305
32704,14378,38200,36362
32741,14415,38249,36415
32777,14454,38306,36460
32821,14499,38370,36519
32865,14542,38433,36594
32900,14575,38488,36658
32933,14603,38538,36713
32967,14631,38584,36766
32992,14650,38616,36805
33006,14660,38634,36824
33014,14668,38645,36832
33020,14677,38658,36843
33017,14677,38662,36847
33006,14665,38654,36829
32994,14651,38645,36794
32978,14635,38632,36757
32947,14603,38600,36713
32906,14555,38548,36652
32864,14506,38491,36582
32818,14458,38434,36514
32762,14402,38361,36440
32699,14341,38269,36349
32632,14280,38171,36254
32554,14218,38071,36168
32465,14147,37958,36071
32365,14065,37829,35953
32254,13974,37687,35827
32132,13873,37540,35695
32004,13761,37385,35539
31876,13641,37222,35371
31745,13520,37057,35217
31610,13396,36892,35077
31475,13269,36724,34919
31346,13144,36557,34746
31221,13028,36393,34589
31094,12909,36223,34448
30961,12780,36041,34290
30826,12652,35859,34118
30694,12533,35690,33959
30560,12413,35528,33819
30425,12290,35367,33669
30301,12176,35216,33511
30190,12075,35080,33378
30082,11976,34949,33268
29980,11881,34821,33160
29891,11804,34702,33057
29816,11748,34601,32968
29749,11701,34514,32888
29686,11649,34429,32807
29632,11600,34356,32722
29584,11561,34297,32641
29531,11521,34235,32567
29474,11474,34157,32492
29420,11428,34073,32420
29365,11382,33994,32348
29300,11324,33910,32272
29229,11254,33816,32190
29167,11192,33735,32111
29117,11146,33679,32042
29062,11098,33623,31979
29002,11041,33550,31912
28951,10989,33481,31843
28911,10946,33427,31776
28864,10903,33371,31711
28814,10861,33307,31649
28779,10833,33254,31593
28758,10820,33218,31555
28730,10800,33182,31524
28693,10770,33140,31485
28667,10749,33109,31448
28645,10734,33085,31420
28606,10703,33042,31383
28555,10653,32978,31333
28514,10610,32923,31287
28484,10579,32882,31244
28448,10541,32830,31195
28405,10496,32764,31150
28369,10461,32708,31121
28335,10434,32662,31090
28290,10399,32609,31046
28236,10354,32546,30998
28183,10311,32484,30943
28126,10265,32421,30865
28053,10201,32339,30762
27968,10124,32236,30644
27879,10048,32121,30521
27779,9965,31989,30396
27663,9865,31835,30254
27538,9754,31669,30105
27415,9644,31503,29961
27285,9526,31331,29807
27142,9393,31148,29640
27000,9259,30968,29477
26874,9142,30810,29325
26764,9044,30680,29183
26672,8966,30580,29067
26624,8932,30539,29023
26651,8970,30597,29079
26767,9087,30776,29244
26988,9292,31093,29549
27337,9613,31576,30017
27817,10053,32226,30632
28390,10577,32998,31347
29015,11144,33831,32116
29668,11740,34691,32904
30316,12337,35543,33684
30918,12893,36338,34430
31459,13390,37051,35117
31948,13840,37695,35728
32379,14242,38270,36256
32733,14573,38751,36708
33013,14831,39137,37094
33241,15044,39458,37411
33429,15221,39729,37657
33571,15351,39933,37843
33672,15436,40073,37985
33743,15495,40170,38096
33783,15528,40228,38171
33786,15527,40238,38205
33763,15500,40210,38210
33728,15463,40164,38200
33680,15413,40103,38168
33612,15343,40018,38106
33530,15261,39914,38020
33447,15183,39807,37923
33357,15104,39694,37808
33257,15008,39563,37667
33153,14904,39424,37518
33048,14806,39289,37373
32934,14702,39148,37228
32810,14586,38992,37082
32687,14470,38830,36943
32571,14365,38678,36802
32454,14263,38530,36647
32334,14153,38374,36484
32218,14046,38217,36338
32114,13952,38072,36207
32007,13856,37929,36070
31891,13746,37771,35926
31779,13633,37613,35789
31676,13524,37470,35663
31564,13411,37330,35535
31447,13296,37180,35396
31346,13199,37037,35255
31266,13122,36912,35129
31187,13048,36792,35020
31109,12980,36678,34920
31053,12940,36596,34833
31022,12930,36550,34769
31000,12927,36519,34731
30988,12925,36497,34716
31002,12946,36508,34728
31040,12993,36559,34759
31088,13047,36623,34804
31142,13105,36695,34871
31205,13175,36787,34964
31275,13250,36895,35071
31341,13313,36994,35180
31403,13365,37079,35295
31463,13421,37170,35409
31519,13478,37267,35504
31569,13528,37354,35577
31620,13576,37431,35638
31680,13632,37510,35704
31740,13689,37583,35769
31784,13732,37640,35818
31821,13768,37685,35858
31862,13806,37727,35897
31899,13833,37761,35925
31921,13837,37775,35928
31932,13829,37777,35923
31939,13826,37775,35928
31934,13819,37761,35920
31905,13791,37721,35878
31861,13749,37658,35820
31809,13704,37583,35760
31741,13646,37486,35673
31649,13562,37360,35555
31544,13463,37218,35436
31436,13363,37075,35325
31317,13257,36928,35192
31181,13132,36763,35025
31038,12994,36588,34854
30902,12859,36415,34691
30766,12726,36243,34512
30629,12591,36069,34318
30502,12468,35905,34149
30391,12368,35759,34013
30289,12280,35624,33885
30195,12196,35493,33757
30117,12129,35378,33642
30052,12079,35282,33551
29977,12020,35182,33466
29889,11945,35069,33373
29805,11872,34957,33277
29727,11805,34846,33175
29633,11720,34719,33059
29527,11621,34577,32938
29427,11531,34442,32826
29335,11451,34314,32710
29239,11361,34178,32580
29143,11266,34038,32450
29056,11181,33911,32332
28973,11104,33794,32222
28888,11019,33673,32113
28801,10931,33554,32013
28720,10858,33448,31922
28638,10795,33351,31828
28553,10733,33255,31730
28480,10677,33166,31639
28426,10637,33094,31559
28383,10604,33037,31486
28342,10571,32983,31419
28311,10548,32939,31373
28297,10543,32915,31349
28288,10543,32901,31329
28279,10537,32882,31314
28280,10536,32867,31317
28294,10548,32870,31335
28305,10557,32875,31354
28308,10556,32869,31361
28316,10560,32865,31357
28326,10572,32873,31353
28324,10571,32866,31348
28309,10555,32835,31322
28289,10535,32796,31279
28265,10515,32760,31237
28232,10486,32717,31190
28192,10452,32666,31130
28151,10418,32612,31071
28107,10386,32558,31019
28062,10355,32501,30957
28020,10324,32443,30885
27974,10292,32388,30830
27924,10255,32336,30794
27875,10216,32278,30752
27834,10180,32219,30698
27794,10148,32161,30652
27746,10107,32098,30606
27691,10054,32022,30534
27642,10000,31944,30449
27597,9951,31876,30385
27548,9904,31814,30341
27502,9858,31763,30302
27486,9835,31751,30282
27519,9857,31799,30325
27616,9938,31925,30459
27797,10094,32157,30690
28082,10354,32526,31042
28475,10715,33038,31525
28951,11155,33664,32111
29485,11644,34363,32761
30050,12159,35104,33446
30623,12682,35859,34157
31176,13189,36589,34867
31698,13663,37270,35531
32182,14102,37905,36132
32619,14499,38488,36682
32997,14842,39002,37175
33321,15132,39445,37594
33602,15383,39830,37945
33838,15599,40156,38256
34019,15771,40421,38519
34147,15896,40628,38716
34235,15989,40786,38867
34295,16061,40903,38994
34328,16102,40978,39081
34336,16111,41013,39117
34325,16095,41019,39128
34300,16062,41001,39122
34261,16012,40963,39078
34206,15951,40904,39002
34139,15883,40830,38928
34066,15817,40748,38866
33991,15749,40656,38791
33915,15681,40557,38694
33835,15611,40452,38605
33745,15531,40338,38524
33651,15443,40217,38415
33566,15362,40099,38279
33490,15291,39992,38160
33413,15222,39889,38069
33330,15148,39782,37966
33255,15081,39681,37848
33197,15031,39597,37754
33151,14989,39522,37693
33102,14942,39443,37635
33055,14896,39368,37579
33020,14859,39307,37533
32997,14825,39250,37481
32967,14784,39185,37410
32929,14740,39117,37331
32889,14698,39054,37265
32842,14653,38990,37201
32779,14598,38915,37105
32711,14538,38835,36989
32651,14482,38755,36893
32591,14424,38671,36808
32525,14359,38580,36715
32463,14299,38494,36633
32411,14253,38425,36577
32364,14212,38371,36531
32317,14166,38322,36481
32278,14128,38286,36449
32261,14117,38275,36445
32262,14123,38285,36446
32271,14137,38305,36444
32292,14161,38335,36467
32328,14198,38379,36519
32368,14233,38423,36567
32407,14260,38461,36601
32453,14292,38505,36647
32505,14333,38559,36710
32549,14370,38607,36762
32582,14397,38647,36792
32619,14430,38692,36826
32659,14468,38740,36876
32682,14490,38771,36919
32687,14493,38788,36948
32698,14501,38807,36967
32715,14517,38823,36967
32719,14519,38814,36945
32707,14507,38780,36915
32690,14497,38747,36889
32668,14485,38719,36850
32623,14451,38674,36787
32562,14400,38613,36715
32505,14350,38548,36647
32448,14300,38475,36578
32376,14235,38382,36489
32294,14162,38270,36391
32208,14088,38152,36292
32111,14003,38022,36183
32000,13899,37871,36054
31886,13790,37708,35916
31774,13688,37552,35777
31656,13584,37395,35628
31530,13466,37227,35468
31410,13350,37059,35315
31302,13248,36907,35174
31197,13146,36759,35027
31083,13038,36606,34877
30972,12938,36459,34740
30872,12854,36334,34619
30771,12774,36220,34511
30669,12691,36108,34405
30586,12623,36006,34300
30518,12574,35919,34204
30453,12522,35833,34119
30393,12464,35746,34033
30346,12414,35670,33942
30301,12374,35601,33853
30243,12325,35515,33771
30176,12265,35414,33699
30113,12207,35319,33633
30054,12156,35236,33562
29989,12099,35149,33484
29924,12038,35059,33409
29876,11997,34989,33344
29844,11973,34942,33285
29815,11949,34896,33233
29790,11923,34854,33205
29777,11909,34829,33205
29772,11905,34817,33209
29762,11897,34800,33194
29749,11884,34779,33172
29742,11877,34767,33161
29737,11871,34763,33157
29727,11858,34749,33151
29719,11842,34728,33147
29714,11829,34710,33139
29700,11811,34684,33114
29669,11778,34640,33072
29633,11743,34590,33021
29605,11718,34553,32971
29584,11702,34526,32924
29560,11684,34496,32876
29539,11669,34469,32845
29529,11663,34452,32826
29518,11658,34434,32793
29494,11637,34403,32749
29464,11605,34366,32724
29440,11578,34340,32719
29417,11556,34316,32699
29384,11526,34282,32658
29350,11499,34242,32628
29324,11480,34205,32607
29293,11457,34163,32561
29245,11421,34104,32489
29192,11379,34039,32429
29141,11338,33975,32389
29082,11290,33906,32332
29012,11232,33826,32241
28944,11175,33742,32152
28884,11123,33657,32083
28812,11061,33561,32008
28726,10988,33458,31920
28645,10919,33360,31837
28571,10854,33268,31757
28495,10784,33177,31669
28431,10722,33105,31593
28413,10702,33090,31572
28464,10743,33160,31627
28588,10852,33323,31774
28804,11044,33605,32039
29136,11341,34035,32439
29567,11732,34598,32954
30059,12177,35242,33549
30587,12650,35936,34199
31137,13145,36660,34882
31679,13640,37380,35558
32187,14106,38063,36196
32652,14535,38701,36792
33080,14935,39294,37360
33463,15300,39835,37887
33793,15617,40311,38354
34080,15893,40731,38774
34331,16134,41102,39146
34537,16333,41416,39451
34693,16483,41664,39692
34813,16594,41858,39899
34913,16687,42016,40082
34987,16757,42138,40220
35028,16795,42215,40311
35049,16811,42256,40382
35059,16820,42274,40438
35050,16812,42270,40450
35017,16782,42241,40418
34977,16742,42193,40374
34937,16705,42137,40327
34884,16657,42068,40258
34813,16592,41981,40159
34745,16529,41890,40056
34687,16476,41803,39963
34628,16416,41709,39865
34566,16351,41610,39755
34514,16299,41521,39654
34470,16258,41444,39570
34418,16211,41368,39495
34359,16157,41291,39425
34312,16117,41232,39378
34279,16091,41190,39352
34243,16060,41145,39329
34209,16026,41102,39308
34193,16010,41077,39298
34187,16001,41064,39285
34170,15978,41040,39255
34140,15943,41000,39215
34115,15913,40961,39176
34091,15886,40922,39128
34056,15850,40868,39061
34019,15811,40808,38984
33990,15783,40756,38927
33962,15759,40709,38884
33923,15727,40657,38841
33883,15700,40608,38806
33858,15691,40575,38789
33844,15689,40555,38776
33830,15681,40534,38750
33825,15671,40515,38729
33838,15672,40512,38725
33858,15681,40521,38722
33874,15689,40528,38714
33891,15702,40537,38730
33918,15726,40562,38769
33941,15751,40593,38801
33953,15764,40616,38826
33966,15775,40636,38862
33991,15794,40663,38905
34016,15816,40694,38935
34035,15834,40726,38952
34058,15861,40766,38979
34090,15900,40815,39025
34115,15931,40858,39067
34132,15950,40887,39093
34154,15970,40912,39114
34178,15989,40936,39133
34183,15990,40943,39139
34168,15974,40929,39132
34156,15964,40917,39123
34153,15963,40911,39118
34141,15952,40894,39105
34117,15931,40863,39088
34097,15914,40835,39070
34077,15898,40806,39040
34043,15867,40755,38990
34001,15827,40685,38928
33960,15788,40614,38866
33912,15741,40543,38803
33847,15679,40459,38729
33777,15612,40375,38642
33711,15553,40301,38552
33642,15496,40228,38463
33571,15437,40143,38365
33508,15383,40056,38266
33448,15335,39973,38171
33383,15277,39881,38073
33312,15205,39771,37969
33242,15131,39653,37867
33178,15062,39538,37769
33107,14988,39419,37671
33026,14905,39290,37567
32948,14825,39164,37463
32872,14755,39049,37372
32791,14681,38935,37281
32709,14602,38822,37170
32639,14535,38721,37044
32576,14478,38628,36922
32504,14413,38524,36808
32423,14337,38413,36690
32345,14259,38306,36575
32271,14184,38209,36479
32193,14107,38114,36387
32110,14027,38015,36286
32031,13956,37920,36198
31965,13895,37835,36133
31908,13838,37758,36059
31856,13784,37685,35968
31809,13735,37611,35895
31763,13689,37533,35843
31710,13640,37448,35777
31658,13591,37365,35688
31615,13551,37292,35614
31574,13516,37226,35562
31520,13470,37155,35501
31459,13419,37082,35429
31411,13381,37022,35373
31371,13354,36972,35328
31325,13323,36921,35282
31281,13290,36872,35241
31249,13266,36836,35214
31221,13247,36807,35185
31183,13220,36768,35146
31141,13185,36721,35106
31108,13158,36678,35077
31077,13131,36634,35046
31038,13095,36581,34995
30997,13060,36527,34937
30964,13033,36482,34890
30929,13004,36438,34841
30885,12963,36385,34776
30841,12920,36330,34714
30803,12882,36280,34660
30757,12838,36226,34588
30689,12775,36145,34490
30606,12699,36042,34389
30523,12623,35934,34290
30433,12539,35818,34172
30330,12439,35684,34036
30227,12342,35548,33909
30132,12256,35422,33796
30035,12169,35291,33681
29933,12072,35147,33555
29842,11982,35012,33424
29761,11906,34893,33294
29669,11823,34769,33169
29567,11727,34632,33043
29473,11638,34502,32912
29386,11562,34383,32781
29292,11483,34256,32657
29192,11398,34118,32545
29099,11323,33990,32436
29013,11253,33876,32313
28923,11174,33758,32182
28839,11100,33638,32071
28783,11052,33549,32000
28765,11040,33519,31979
28800,11071,33565,32017
28924,11179,33730,32151
29162,11395,34054,32435
29512,11720,34540,32873
29961,12135,35154,33433
30492,12623,35859,34082
31076,13162,36625,34790
31672,13715,37408,35522
32253,14246,38172,36243
32805,14747,38901,36933
33317,15217,39589,37589
33776,15646,40219,38201
34178,16023,40776,38743
34525,16351,41262,39214
34818,16628,41681,39632
35054,16850,42031,39991
35240,17020,42315,40270
35387,17153,42548,40482
35498,17256,42734,40655
35568,17319,42863,40783
35600,17338,42936,40852
35604,17330,42966,40876
35588,17303,42962,40881
35547,17250,42923,40858
35479,17175,42858,40790
35397,17092,42777,40704
35309,17010,42685,40619
35215,16923,42580,40515
35116,16829,42465,40388
35016,16733,42345,40277
34923,16643,42223,40187
34836,16562,42102,40083
34752,16485,41981,39954
34672,16410,41863,39840
34594,16337,41747,39759
34514,16260,41630,39673
34437,16187,41518,39566
34375,16129,41428,39469
34324,16085,41356,39393
34269,16040,41284,39326
34218,15996,41212,39268
34184,15970,41157,39227
34158,15957,41115,39190
34120,15933,41065,39134
34071,15898,41007,39065
34027,15865,40950,39005
33983,15827,40889,38951
33929,15774,40812,38883
33871,15719,40729,38811
33820,15675,40654,38748
33773,15634,40586,38682
33724,15586,40513,38606
33679,15539,40444,38539
33649,15505,40394,38492
33625,15479,40356,38449
33596,15449,40315,38405
33573,15427,40282,38373
33564,15422,40273,38357
33554,15418,40271,38341
33538,15404,40258,38319
33531,15395,40252,38302
33532,15394,40259,38298
33530,15388,40264,38305
33525,15377,40259,38309
33533,15375,40263,38304
33552,15384,40284,38307
33562,15390,40302,38321
33559,15388,40306,38325
33553,15385,40306,38317
33543,15382,40305,38308
33524,15370,40293,38293
33501,15348,40266,38270
33472,15319,40229,38254
33434,15285,40181,38235
33387,15242,40123,38182
33334,15194,40062,38099
33274,15142,39998,38022
33207,15083,39923,37953
33133,15014,39833,37857
33058,14940,39736,37731
32980,14864,39635,37615
32887,14773,39512,37513
32768,14658,39361,37388
32633,14530,39192,37229
32498,14399,39020,37059
32355,14259,38834,36877
32188,14100,38625,36665
32005,13927,38399,36431
31821,13754,38167,36204
31636,13585,37933,35983
31445,13414,37697,35745
31260,13250,37472,35508
31094,13104,37267,35304
30941,12967,37075,35125
30798,12839,36896,34944
30670,12728,36739,34768
30559,12638,36605,34623
30460,12561,36484,34501
30370,12488,36370,34373
30294,12422,36267,34249
30229,12364,36175,34158
30169,12306,36084,34089
30110,12249,35988,34012
30058,12199,35894,33928
30005,12152,35806,33850
29941,12096,35712,33770
29866,12024,35608,33672
29788,11943,35503,33568
29706,11860,35397,33472
29614,11771,35276,33371
29511,11677,35135,33250
29399,11579,34985,33119
29278,11475,34830,32981
29147,11360,34661,32823
29011,11235,34479,32649
