Channel 1,Channel 4
61128,10304
61442,10764
61760,11229
62066,11677
62347,12082
62597,12433
62809,12723
62974,12951
63092,13115
63169,13221
63209,13277
63211,13281
63180,13239
63121,13164
63043,13064
62951,12937
62845,12787
62735,12628
62624,12470
62514,12310
62401,12146
62288,11985
62178,11833
62070,11684
61967,11537
61873,11400
61789,11279
61715,11171
61649,11071
61593,10989
61546,10925
61508,10867
61474,10812
61446,10761
61416,10709
61379,10651
61339,10589
61296,10527
61251,10461
61203,10385
61156,10306
61112,10231
61070,10159
61024,10088
60977,10022
60934,9965
60897,9916
60866,9872
60845,9837
60831,9815
60821,9808
60814,9808
60811,9811
60818,9821
60833,9837
60851,9851
60867,9862
60882,9879
60893,9902
60904,9927
60914,9950
60919,9971
60919,9980
60914,9976
60906,9967
60898,9956
60885,9938
60868,9913
60851,9884
60835,9854
60816,9818
60793,9776
60764,9735
60731,9693
60695,9644
60660,9597
60627,9554
60596,9512
60563,9468
60530,9426
60501,9388
60475,9353
60449,9320
60423,9292
60399,9274
60379,9259
60359,9239
60338,9216
60317,9193
60294,9169
60271,9141
60250,9113
60232,9091
60217,9075
60202,9062
60191,9053
60184,9052
60180,9054
60173,9047
60165,9037
60158,9031
60151,9025
60143,9014
60136,9002
60130,8993
60122,8984
60109,8969
60095,8949
60083,8931
60072,8916
60061,8902
60050,8895
60039,8897
60030,8899
60022,8901
60020,8905
60021,8911
60020,8914
60018,8912
60019,8907
60016,8897
60009,8880
59998,8863
59986,8851
59975,8840
59962,8827
59949,8813
59939,8800
59932,8787
59927,8770
59923,8754
59919,8746
59917,8748
59919,8757
59931,8774
59960,8802
60006,8844
60072,8903
60162,8990
60282,9124
60439,9321
60635,9588
60872,9928
61145,10331
61443,10773
61752,11227
62061,11676
62353,12100
62614,12485
62838,12817
63024,13094
63171,13314
63274,13470
63333,13562
63356,13597
63346,13578
63305,13509
63242,13403
63163,13275
63066,13125
62953,12955
62834,12774
62713,12590
62589,12404
62459,12214
62329,12031
62203,11859
62085,11700
61974,11551
61875,11416
61789,11294
61709,11181
61637,11073
61575,10979
61523,10901
61473,10828
61426,10757
61383,10694
61340,10635
61293,10573
61241,10504
61187,10433
61132,10362
61077,10290
61022,10220
60973,10157
60932,10103
60895,10053
60863,10006
60837,9969
60815,9948
60795,9938
60779,9932
60770,9931
60771,9936
60778,9943
60790,9952
60806,9964
60824,9980
60844,10000
60865,10026
60888,10057
60909,10088
60924,10111
60934,10120
60943,10124
60949,10129
60951,10132
60948,10130
60943,10124
60931,10114
60913,10096
60889,10074
60861,10048
60829,10018
60797,9978
60768,9931
60742,9883
60714,9838
60683,9798
60653,9761
60626,9725
60600,9689
60576,9653
60556,9619
60536,9587
60511,9555
60483,9525
60457,9499
60434,9478
60412,9459
60393,9438
60379,9418
60367,9397
60353,9371
60339,9347
60328,9331
60321,9320
60315,9306
60309,9292
60302,9285
60295,9282
60285,9278
60275,9271
60264,9267
60253,9262
60241,9248
60231,9231
60224,9221
60217,9213
60210,9201
60206,9186
60206,9175
60202,9168
60195,9160
60188,9155
60181,9153
60169,9142
60152,9120
60133,9094
60115,9072
60095,9053
60077,9035
60063,9023
60053,9015
60041,8999
60025,8977
60014,8957
60006,8945
59996,8934
59984,8922
59972,8917
59963,8917
59961,8920
59973,8932
60006,8965
60059,9021
60129,9099
60219,9203
60340,9352
60502,9566
60708,9851
60956,10205
61238,10616
61538,11061
61844,11510
62145,11946
62429,12357
62685,12726
62903,13039
63084,13293
63225,13490
63322,13625
63377,13695
63400,13711
63395,13685
63362,13619
63303,13518
63225,13395
63134,13258
63031,13107
62917,12946
62798,12782
62678,12617
62558,12449
62440,12279
62331,12118
62229,11969
62133,11829
62042,11697
61960,11576
61887,11469
61819,11374
61753,11281
61692,11192
61637,11115
61588,11043
61540,10970
61493,10900
61447,10836
61404,10773
61362,10706
61318,10640
61274,10582
61227,10529
61179,10480
61137,10436
61102,10398
61073,10367
61053,10343
61043,10328
61040,10319
61038,10311
61040,10304
61046,10301
61053,10303
61061,10307
61070,10316
61085,10331
61105,10348
61129,10369
61155,10395
61179,10426
61201,10454
61218,10473
61232,10488
61240,10503
61241,10512
61237,10509
61229,10499
61219,10484
61203,10463
61182,10436
61160,10409
61137,10382
61107,10347
61070,10307
61034,10263
60998,10217
60959,10169
60921,10122
60887,10080
60856,10040
60825,9995
60796,9953
60772,9918
60750,9887
60730,9856
60713,9830
60701,9814
60689,9800
60676,9783
60663,9767
60654,9758
60645,9752
60637,9741
60629,9730
60624,9718
60619,9703
60615,9685
60610,9673
60604,9668
60595,9663
60583,9655
60571,9649
60560,9646
60546,9639
60532,9626
60520,9611
60511,9599
60505,9590
60498,9581
60492,9576
60486,9572
60478,9564
60470,9554
60465,9545
60458,9538
60446,9528
60432,9515
60421,9503
60411,9497
60403,9494
60397,9495
60393,9497
60389,9495
60383,9489
60376,9480
60370,9471
60364,9460
60356,9442
60345,9418
60333,9394
60321,9375
60307,9360
60294,9350
60282,9348
60274,9350
60273,9357
60288,9373
60325,9409
60384,9467
60461,9553
60564,9675
60705,9853
60890,10102
61121,10425
61394,10818
61703,11264
62032,11738
62361,12213
62681,12672
62982,13101
63252,13482
63484,13804
63675,14067
63821,14268
63920,14402
63975,14475
63988,14491
63965,14458
63910,14380
63829,14270
63730,14137
63617,13989
63495,13825
63370,13651
63247,13475
63124,13301
63003,13128
62888,12964
62782,12814
62682,12675
62586,12539
62496,12410
62413,12289
62336,12175
62266,12071
62208,11975
62158,11892
62112,11819
62064,11746
62014,11673
61965,11605
61915,11536
61862,11460
61805,11381
61747,11309
61689,11241
61634,11170
61583,11098
61537,11033
61498,10974
61464,10918
61437,10868
61413,10828
61392,10797
61375,10773
61366,10757
61366,10748
61370,10746
61377,10750
61389,10763
61406,10785
61424,10807
61442,10828
61463,10854
61481,10884
61495,10910
61508,10928
61519,10935
61525,10934
61523,10923
61516,10907
61507,10885
61494,10855
61473,10817
61448,10782
61420,10751
61388,10717
61350,10676
61313,10634
61280,10591
61247,10544
61211,10495
61176,10447
61142,10401
61108,10354
61072,10307
61042,10270
61019,10239
60996,10207
60971,10177
60948,10154
60928,10133
60906,10108
60885,10081
60869,10060
60858,10045
60844,10035
60831,10026
60819,10017
60806,10006
60790,9993
60772,9979
60758,9966
60747,9955
60739,9943
60732,9928
60728,9914
60723,9904
60715,9891
60707,9876
60702,9865
60696,9857
60686,9848
60674,9840
60665,9836
60657,9832
60650,9825
60646,9819
60645,9817
60642,9813
60634,9804
60627,9796
60622,9788
60615,9777
60605,9763
60596,9750
60590,9740
60583,9728
60574,9714
60563,9705
60550,9703
60536,9698
60523,9687
60511,9674
60498,9662
60483,9645
60469,9622
60458,9599
60453,9582
60452,9569
60454,9560
60460,9565
60474,9588
60498,9628
60539,9682
60604,9761
60699,9875
60829,10030
60998,10245
61213,10534
61473,10895
61765,11311
62080,11759
62404,12217
62717,12659
63006,13064
63263,13426
63483,13743
63658,14005
63787,14203
63873,14340
63922,14422
63933,14446
63913,14413
63867,14337
63800,14229
63711,14093
63606,13937
63493,13773
63376,13603
63255,13426
63134,13242
63018,13061
62906,12889
62795,12723
62684,12565
62579,12419
62480,12285
62387,12160
62303,12048
62230,11952
62168,11869
62114,11794
62065,11730
62020,11673
61976,11616
61930,11557
61886,11494
61847,11431
61809,11372
61768,11314
61728,11256
61695,11203
61665,11155
61633,11108
61604,11063
61579,11027
61556,10995
61530,10962
61507,10928
61490,10899
61478,10874
61470,10851
61468,10834
61473,10827
61483,10827
61495,10828
61506,10828
61519,10832
61532,10841
61543,10850
61551,10861
61557,10873
61558,10879
61551,10882
61540,10890
61528,10900
61511,10900
61491,10886
61471,10866
61452,10843
61433,10816
61412,10783
61389,10747
61366,10711
61339,10671
61309,10631
61279,10595
61252,10562
61224,10527
61198,10488
61174,10453
61151,10425
61130,10400
61110,10374
61091,10349
61070,10329
61045,10307
61021,10285
61001,10268
60985,10252
60972,10232
60963,10214
60957,10200
60949,10185
60940,10167
60932,10153
60927,10145
60922,10135
60916,10122
60912,10109
60912,10098
60909,10088
60903,10077
60894,10065
60883,10055
60867,10048
60850,10043
60835,10038
60825,10036
60815,10033
60808,10028
60802,10020
60794,10012
60785,10004
60776,9996
60768,9989
60761,9986
60756,9984
60754,9982
60755,9977
60752,9965
60744,9947
60734,9927
60725,9913
60717,9901
60706,9883
60694,9862
60682,9845
60667,9830
60651,9817
60635,9812
60623,9812
60611,9808
60598,9800
60590,9797
60593,9803
60605,9819
60630,9846
60674,9895
60744,9972
60839,10077
60961,10219
61124,10417
61332,10690
61581,11037
61864,11440
62172,11877
62490,12332
62799,12780
63086,13193
63343,13559
63564,13871
63742,14122
63875,14308
63968,14433
64023,14501
64039,14509
64021,14469
63976,14395
63908,14292
63817,14160
63711,14008
63595,13845
63470,13669
63336,13478
63197,13285
63060,13097
62925,12909
62792,12724
62670,12550
62559,12392
62455,12247
62360,12113
62279,11993
62209,11889
62145,11794
62084,11704
62029,11622
61980,11555
61934,11498
61889,11441
61848,11382
61812,11330
61776,11279
61739,11220
61705,11160
61676,11108
61648,11061
61620,11014
61592,10970
61564,10933
61537,10901
61512,10873
61494,10859
61484,10859
61480,10862
61481,10868
61491,10879
61505,10891
61520,10902
61536,10914
61552,10930
61568,10948
61582,10960
61594,10972
61603,10989
61610,11003
61614,11013
61615,11020
61613,11024
61607,11020
61596,11001
61583,10970
61567,10936
61548,10901
61521,10865
61489,10828
61458,10792
61425,10753
61390,10708
61355,10661
61321,10620
61290,10586
61261,10551
61233,10519
61207,10494
61183,10471
61161,10442
61141,10415
61122,10394
61100,10374
61075,10349
61053,10323
61032,10298
61009,10277
60985,10260
60966,10247
60951,10227
60937,10196
60922,10161
60909,10136
60899,10122
60885,10110
60868,10095
60852,10084
60836,10074
60819,10061
60803,10046
60790,10033
60775,10022
60760,10008
60749,9990
60741,9971
60731,9951
60719,9926
60709,9901
60704,9881
60700,9864
60691,9849
60682,9840
60672,9837
60658,9832
60643,9821
60630,9809
60620,9794
60611,9774
60600,9753
60589,9737
60576,9725
60560,9716
60542,9706
60526,9699
60511,9692
60495,9678
60476,9657
60459,9639
60442,9629
60426,9623
60414,9622
60410,9626
60416,9637
60432,9656
60465,9690
60519,9746
60595,9827
60699,9937
60833,10088
61002,10296
61211,10568
61459,10906
61741,11301
62046,11734
62357,12185
62657,12627
62937,13041
63190,13416
63407,13737
63582,13992
63713,14178
63805,14303
63860,14372
63877,14384
63866,14345
63829,14267
63768,14158
63685,14021
63583,13862
63470,13691
63350,13514
63226,13332
63101,13147
62978,12971
62860,12807
62747,12650
62642,12503
62548,12373
62460,12256
62379,12149
62310,12054
62253,11966
62202,11882
62156,11800
62115,11726
62076,11661
62037,11599
61997,11538
61957,11480
61915,11417
61872,11348
61830,11281
61789,11220
61748,11165
61712,11115
61682,11065
61655,11015
61627,10967
61599,10924
61573,10890
61550,10872
61532,10862
61519,10856
61512,10850
61511,10848
61512,10849
61515,10852
61522,10860
61531,10874
61539,10882
61545,10884
61554,10886
61563,10893
61570,10898
61571,10902
61568,10907
61565,10911
61559,10907
61552,10893
61542,10877
61527,10860
61507,10835
61484,10806
61461,10778
61436,10748
61410,10712
61384,10677
61361,10645
61340,10613
61317,10578
61294,10545
61272,10518
61249,10491
61224,10465
61198,10448
61174,10439
61150,10426
61123,10400
61099,10364
61081,10330
61063,10304
61043,10282
61024,10261
61009,10245
60997,10228
60983,10201
60968,10172
60955,10152
60941,10141
60928,10131
60920,10122
60916,10117
60911,10111
60903,10106
60895,10103
60886,10105
60876,10099
60863,10084
60850,10067
60835,10053
60819,10036
60804,10015
60793,9998
60782,9985
60769,9969
60756,9950
60746,9935
60736,9920
60721,9903
60704,9889
60689,9877
60678,9862
60667,9846
60658,9838
60651,9835
60644,9828
60635,9814
60627,9804
60622,9800
60615,9796
60605,9786
60593,9769
60582,9749
60568,9727
60549,9702
60532,9680
60519,9660
60506,9639
60492,9619
60482,9604
60481,9597
60488,9597
60504,9608
60534,9639
60586,9694
60661,9776
60758,9881
60881,10015
61035,10194
61227,10436
61465,10746
61744,11121
62048,11544
62362,11989
62676,12436
62974,12864
63245,13254
63479,13587
63678,13861
63837,14081
63953,14247
64025,14355
64058,14409
64057,14415
64024,14376
63963,14291
63884,14171
63792,14031
63687,13879
63572,13717
63451,13547
63326,13374
63197,13197
63070,13018
62949,12842
62836,12675
62728,12516
62624,12361
62524,12221
62432,12099
62347,11989
62267,11887
62197,11798
62137,11719
62079,11645
62024,11575
61976,11513
61932,11456
61885,11397
61834,11337
61784,11278
61738,11221
61692,11165
61650,11112
61614,11063
61584,11017
61555,10972
61529,10937
61506,10915
61484,10897
61463,10881
61447,10870
61438,10865
61435,10861
61437,10857
61445,10853
61455,10853
61465,10856
61471,10856
61475,10854
61476,10857
61473,10862
61466,10866
61457,10868
61449,10869
61441,10870
61427,10864
61411,10855
61395,10846
61379,10835
61361,10816
61346,10794
61332,10773
61316,10749
61297,10719
61275,10690
61252,10669
61226,10648
61197,10623
61170,10598
61146,10573
61125,10539
61106,10502
61090,10470
61072,10444
61052,10415
61033,10387
61018,10367
61001,10352
60978,10334
60951,10317
60926,10301
60902,10282
60877,10257
60852,10236
60833,10227
60819,10226
60809,10230
60806,10241
60807,10258
60808,10271
60804,10274
60799,10271
60795,10260
60789,10239
60778,10214
60764,10192
60750,10166
60733,10135
60714,10103
60699,10078
60689,10058
60680,10038
60669,10015
60655,9997
60641,9988
60626,9980
60610,9968
60595,9954
60582,9943
60566,9932
60550,9922
60538,9913
60531,9903
60527,9890
60523,9873
60519,9862
60515,9857
60510,9857
60507,9859
60506,9865
60504,9873
60502,9879
60499,9883
60502,9886
60507,9889
60505,9887
60495,9879
60481,9869
60465,9858
60450,9845
60440,9834
60442,9831
60454,9838
60475,9857
60513,9896
60574,9960
60658,10046
60765,10153
60894,10287
61048,10463
61234,10694
61449,10980
61691,11317
61953,11690
62217,12077
62473,12457
62714,12816
62934,13143
63121,13422
63269,13644
63382,13810
63458,13920
63496,13971
63498,13971
63471,13932
63419,13860
63343,13753
63249,13615
63143,13461
63027,13295
62903,13114
62775,12927
62650,12745
62526,12572
62404,12405
62289,12246
62183,12101
62084,11970
61993,11850
61915,11746
61849,11663
61795,11592
61749,11524
61713,11464
61682,11413
61648,11366
61611,11319
61574,11280
61542,11247
61511,11215
61482,11180
61459,11146
61440,11117
61426,11094
61415,11077
61409,11072
61405,11074
61401,11072
61395,11065
61391,11063
61390,11068
61390,11072
61392,11075
61397,11079
61406,11087
61415,11096
61421,11106
61428,11113
61434,11117
61437,11117
61437,11114
61436,11111
61433,11110
61428,11109
61427,11110
61431,11113
61434,11114
61430,11111
61421,11107
61409,11102
61393,11089
61375,11070
61358,11048
61342,11023
61324,10995
61304,10964
61288,10933
61276,10905
61261,10875
61241,10845
61220,10817
61199,10795
61174,10774
61146,10750
61119,10727
61093,10710
61069,10687
61046,10659
61030,10634
61017,10615
61003,10600
60989,10584
60978,10570
60968,10559
60958,10548
60947,10541
60940,10538
60934,10534
60923,10527
60912,10521
60903,10519
60893,10516
60882,10503
60874,10489
60866,10477
60856,10459
60843,10436
60832,10417
60823,10404
60814,10395
60801,10388
60787,10382
60775,10377
60761,10369
60745,10353
60732,10334
60722,10319
60711,10309
60698,10299
60686,10290
60678,10286
60673,10283
60668,10278
60666,10272
60664,10261
60658,10248
60649,10238
60639,10236
60631,10240
60624,10243
60614,10241
