Channel 1,Channel 4
32739,45871
33051,46496
33336,47027
33546,47431
33758,47877
33998,48395
34181,48809
34279,49101
34385,49402
34521,49696
34596,49834
34600,49841
34623,49912
34675,50022
34666,49973
34608,49815
34592,49739
34595,49715
34523,49601
34409,49440
34361,49357
34349,49300
34273,49156
34163,48996
34111,48933
34080,48896
33986,48773
33876,48649
33841,48636
33832,48619
33766,48475
33693,48334
33694,48312
33707,48268
33652,48119
33594,48016
33603,48029
33605,48015
33532,47909
33463,47848
33462,47872
33453,47819
33378,47641
33318,47508
33325,47480
33315,47416
33249,47287
33207,47233
33220,47264
33207,47229
33145,47122
33122,47106
33154,47183
33153,47188
33110,47133
33112,47173
33159,47270
33162,47273
33126,47237
33139,47321
33182,47465
33161,47497
33102,47466
33105,47516
33138,47582
33103,47519
33039,47400
33035,47366
33047,47333
32988,47186
32902,47048
32877,47040
32863,47048
32779,46940
32677,46814
32633,46778
32596,46709
32500,46501
32409,46290
32385,46183
32357,46052
32263,45827
32178,45659
32161,45590
32132,45468
32035,45272
31954,45164
31935,45177
31895,45147
31800,45019
31736,44931
31727,44920
31682,44861
31582,44730
31515,44649
31497,44602
31441,44453
31346,44252
31298,44151
31291,44100
31233,43953
31140,43778
31107,43731
31117,43756
31070,43703
30992,43625
30980,43645
31004,43689
30968,43630
30906,43535
30904,43521
30920,43522
30869,43422
30797,43306
30788,43296
30793,43292
30735,43170
30666,43038
30657,43015
30645,42985
30566,42842
30485,42725
30468,42729
30445,42711
30359,42590
30286,42492
30277,42485
30257,42424
30176,42243
30111,42089
30101,42007
30070,41865
29988,41650
29946,41511
29971,41482
29979,41449
29951,41403
29975,41479
30068,41687
30151,41884
30221,42066
30367,42382
30584,42818
30778,43222
30959,43620
31215,44155
31517,44768
31772,45303
31999,45813
32283,46422
32580,47045
32797,47539
32975,47961
33194,48426
33403,48857
33514,49129
33581,49335
33690,49586
33791,49756
33805,49751
33788,49716
33817,49757
33829,49743
33757,49577
33674,49397
33647,49310
33600,49203
33477,49015
33362,48872
33316,48822
33259,48740
33145,48585
33053,48494
33024,48495
32976,48448
32879,48321
32819,48237
32819,48220
32793,48145
32721,48000
32688,47910
32701,47850
32670,47698
32590,47527
32551,47468
32551,47438
32495,47305
32400,47145
32362,47093
32357,47095
32292,47007
32197,46883
32165,46856
32168,46835
32117,46700
32048,46552
32042,46524
32052,46538
32002,46464
31944,46385
31955,46414
31985,46432
31961,46354
31938,46312
31980,46389
32022,46467
31999,46467
31976,46500
32013,46632
32036,46726
31993,46704
31960,46698
31991,46750
32005,46720
31951,46590
31905,46513
31907,46518
31877,46464
31792,46322
31738,46222
31732,46169
31691,46025
31604,45801
31552,45664
31543,45596
31495,45448
31413,45262
31385,45181
31396,45149
31353,45022
31277,44858
31264,44797
31287,44777
31249,44682
