Channel 1,Channel 4
24841,36395
24781,36309
24721,36226
24664,36150
24606,36072
24543,35983
24476,35892
24404,35804
24326,35709
24245,35595
24159,35484
24071,35400
23984,35329
23897,35251
23817,35170
23748,35088
23688,35005
23633,34920
23583,34838
23532,34761
23476,34690
23419,34626
23363,34563
23307,34497
23247,34417
23178,34306
23104,34177
23032,34046
22963,33912
22892,33775
22815,33649
22733,33546
22647,33463
22559,33382
22474,33283
22400,33169
22328,33063
22257,32981
22192,32912
22133,32835
22074,32745
22011,32646
21949,32553
21887,32470
21823,32389
21758,32309
21694,32222
21627,32123
21557,32016
21485,31905
21409,31792
21325,31683
21236,31588
21147,31514
21066,31452
20996,31393
20944,31346
20918,31327
20928,31342
20983,31411
21090,31545
21262,31750
21505,32039
21818,32430
22198,32923
22643,33496
23143,34139
23679,34847
24241,35605
24823,36403
25414,37215
25991,38013
26541,38791
27058,39550
27535,40269
27968,40912
28356,41465
28691,41941
28965,42353
29181,42702
29349,42985
29472,43201
29549,43351
29583,43437
29586,43466
29566,43450
29524,43397
29460,43315
29377,43224
29289,43134
29206,43035
29127,42923
29054,42812
28988,42716
28927,42637
28875,42567
28833,42501
28800,42438
28767,42384
28734,42350
28708,42338
28691,42329
28675,42308
28648,42274
28611,42234
28568,42183
28523,42112
28472,42025
28410,41931
28339,41832
28261,41724
28177,41614
28087,41505
27994,41392
27902,41278
27811,41165
27724,41047
27645,40923
27570,40805
27492,40702
27421,40612
27361,40530
27302,40448
27245,40364
27197,40285
27160,40216
27123,40153
27084,40095
27043,40053
27005,40025
26966,40003
26930,39979
26897,39948
26863,39904
26823,39852
26778,39801
26731,39743
26680,39664
26618,39569
26547,39478
26472,39401
26396,39330
26316,39252
26233,39156
26143,39042
26050,38912
25958,38760
25864,38594
25763,38436
25656,38294
25547,38157
25433,38010
25313,37854
25182,37698
25046,37541
24914,37385
24789,37215
24662,37017
24535,36803
24409,36603
24283,36428
24159,36261
24040,36090
23927,35922
23818,35761
23713,35609
23615,35472
23524,35351
23437,35238
23347,35126
23255,35020
23170,34915
23094,34802
23019,34683
22943,34571
22869,34466
22798,34372
22727,34288
22657,34209
22587,34140
22516,34082
22451,34023
22391,33957
22340,33892
22291,33834
22237,33777
22182,33716
22136,33640
22093,33546
22044,33448
21988,33359
21931,33269
21873,33161
21814,33039
21754,32918
21691,32798
21620,32679
21544,32570
21469,32477
21395,32393
21318,32317
21235,32246
21152,32176
21073,32104
20992,32022
20910,31930
20828,31829
20740,31723
20649,31614
20559,31505
20474,31393
20391,31278
20310,31166
20230,31060
20157,30959
20093,30863
20034,30770
19973,30682
19911,30602
19850,30526
19792,30449
19735,30370
19681,30285
19626,30192
19564,30094
19494,30006
19425,29931
19360,29859
19295,29777
19226,29688
19152,29591
19075,29485
18998,29369
18920,29242
18843,29110
18757,28980
18659,28852
18561,28721
18470,28588
18382,28453
18295,28324
18211,28207
18129,28101
18045,27990
17960,27872
17877,27772
17799,27699
17738,27637
17705,27597
17711,27604
17766,27661
17875,27773
18043,27971
18276,28267
18572,28655
18930,29125
19345,29680
19808,30324
20310,31042
20843,31801
21392,32583
21945,33382
22486,34178
23000,34935
23483,35622
23930,36238
24332,36789
24677,37266
24963,37677
25195,38029
25380,38305
25521,38505
25612,38651
25652,38749
25648,38798
25610,38799
25549,38758
25468,38674
25365,38554
25250,38396
25129,38220
25006,38059
24882,37905
24763,37746
24650,37603
24547,37480
24455,37364
24378,37252
24313,37152
24255,37053
24202,36954
24152,36864
24109,36782
24073,36698
24034,36613
23985,36538
23925,36480
23856,36428
23778,36359
23693,36259
23606,36132
23515,35986
23424,35831
23335,35679
23245,35548
23154,35440
23067,35352
22990,35277
22926,35209
22872,35148
22822,35095
22777,35052
22738,35029
22710,35027
22696,35042
22696,35063
22705,35083
22714,35102
22723,35121
22739,35145
22755,35170
22766,35176
22771,35164
22769,35151
22760,35136
22745,35106
22719,35070
22682,35025
22635,34962
22578,34880
22514,34779
22447,34665
22379,34544
22301,34415
22213,34278
22119,34143
22022,34018
21923,33896
21825,33762
21730,33614
21628,33464
21519,33318
21413,33179
21311,33043
21207,32910
21099,32785
20993,32660
20891,32525
20794,32378
20700,32223
20607,32067
