Channel 1,Channel 4
5596,12526
5618,12547
5645,12579
5670,12611
5706,12649
5756,12703
5811,12761
5866,12813
5924,12874
5979,12948
6027,13018
6066,13078
6103,13139
6136,13205
6159,13251
6174,13268
6186,13266
6191,13256
6182,13235
6164,13205
6138,13172
6103,13131
6058,13075
6006,13014
5955,12957
5904,12900
5848,12831
5788,12757
5733,12689
5682,12628
5629,12562
5572,12485
5514,12413
5455,12344
5391,12266
5325,12185
5266,12113
5206,12043
5138,11959
5066,11869
4996,11787
4925,11707
4849,11618
4768,11528
4682,11446
4595,11363
4507,11270
4418,11177
4332,11086
4246,10994
4162,10902
4086,10819
4023,10743
3977,10672
3959,10624
3980,10627
4050,10686
4172,10805
4349,10994
4581,11253
4858,11572
5169,11933
5508,12329
5871,12757
6247,13212
6625,13668
6994,14115
7351,14558
7689,14989
7994,15378
8263,15717
8501,16017
8702,16275
8859,16483
8980,16641
9073,16762
9129,16849
9144,16892
9131,16894
9095,16868
9036,16806
8953,16705
8854,16579
8743,16442
8619,16290
8484,16123
8349,15951
8218,15780
8088,15607
7961,15434
7840,15281
7732,15155
7631,15038
7539,14923
7464,14825
7406,14750
7352,14675
7301,14601
7256,14541
7215,14496
7171,14447
7129,14390
7094,14339
7059,14296
7021,14251
6987,14210
6964,14180
6952,14156
6947,14135
6949,14128
6962,14142
6986,14169
7015,14201
7050,14240
7096,14290
7147,14348
7197,14401
7249,14449
7308,14510
7367,14575
7419,14619
7462,14645
7498,14672
7521,14696
7524,14699
7517,14686
7503,14672
7482,14649
7453,14608
7417,14563
7377,14525
7331,14485
7281,14431
7226,14369
7168,14306
7106,14235
7042,14152
6978,14065
6913,13980
6845,13894
6780,13810
6719,13733
6656,13661
6584,13585
6506,13506
6433,13428
6368,13346
6300,13255
6231,13162
6170,13081
6114,13005
6055,12925
5989,12847
5924,12782
5859,12716
5788,12638
5715,12560
5645,12499
5575,12443
5498,12367
5421,12272
5344,12172
5266,12065
5187,11948
5118,11841
5062,11763
5022,11710
5005,11683
5025,11704
5094,11784
5214,11925
5387,12126
5616,12393
5893,12723
6209,13100
6555,13510
6928,13954
7317,14426
7707,14900
8085,15363
8449,15823
8793,16275
9104,16687
9378,17045
9617,17358
9814,17624
9964,17829
10072,17976
10145,18080
10179,18138
10172,18141
10129,18097
10055,18015
9954,17890
9829,17726
9688,17541
9540,17349
9385,17146
9223,16928
9065,16706
8915,16500
8771,16307
8628,16117
8490,15943
