Channel 1,Channel 4
31261,31043
31550,31601
31840,32200
32130,32816
32421,33424
32707,34021
32987,34601
33256,35149
33511,35666
33746,36156
33957,36606
34142,37006
34298,37347
34427,37629
34538,37866
34635,38059
34711,38214
34765,38333
34794,38402
34795,38416
34769,38393
34725,38350
34670,38285
34612,38189
34547,38065
34473,37918
34394,37754
34307,37581
34214,37401
34116,37217
34017,37029
33924,36842
33833,36662
33747,36486
33658,36308
33566,36108
33478,35894
33397,35695
33319,35504
33244,35309
33171,35104
33089,34888
33001,34676
32913,34491
32831,34340
32752,34209
32678,34086
32618,33973
32576,33870
32545,33772
32517,33679
32491,33604
32471,33553
32456,33523
32448,33518
32451,33529
32462,33554
32481,33590
32509,33632
32539,33688
32567,33758
32596,33832
32629,33904
32670,33970
32716,34031
32763,34097
32812,34161
32860,34220
32902,34280
32946,34341
32992,34397
33036,34447
33073,34497
33098,34534
33107,34562
33101,34584
33086,34590
33072,34581
33058,34561
33040,34526
33017,34475
32981,34414
32932,34343
32881,34251
32838,34140
32798,34029
32756,33936
32713,33850
32667,33752
32622,33650
32581,33559
32540,33471
32498,33375
32448,33266
32389,33149
32325,33034
32261,32931
32200,32836
32141,32740
32080,32637
32020,32535
31963,32440
31914,32346
31872,32255
31831,32165
31792,32059
31752,31938
31713,31818
31678,31710
31639,31614
31594,31531
31550,31450
31512,31367
31477,31301
31436,31244
31395,31181
31360,31107
31332,31030
31311,30958
31296,30892
31285,30835
31275,30787
31265,30746
31250,30710
31229,30682
31206,30648
31181,30601
31155,30554
31129,30510
31094,30462
31057,30415
31024,30370
30992,30325
30958,30286
30929,30268
30916,30281
30928,30321
30969,30385
31035,30487
31122,30635
31237,30841
31382,31120
31558,31475
31763,31888
31995,32347
32253,32846
32524,33363
32800,33881
33079,34414
33361,34966
33642,35538
33915,36125
34181,36705
34443,37265
34691,37780
34913,38227
35107,38611
35274,38948
35419,39255
35543,39534
35646,39777
35723,39964
35772,40083
35796,40149
35798,40175
35779,40158
35746,40099
35695,40013
35626,39910
35552,39788
35478,39645
35405,39497
35325,39342
35234,39167
35136,38972
35027,38762
34909,38545
34796,38325
34687,38099
34580,37865
34470,37620
34356,37371
34242,37131
34121,36900
33989,36668
33851,36429
33717,36195
33601,35990
33502,35811
33413,35640
33330,35467
33248,35293
33167,35112
33090,34930
33020,34770
32966,34639
32928,34537
32899,34460
32877,34402
32868,34361
32870,34338
32876,34337
32882,34367
32896,34422
32922,34491
32957,34569
32999,34653
33046,34743
33095,34838
33138,34943
33174,35059
33210,35157
33250,35222
33286,35271
33315,35305
33340,35328
33361,35354
33375,35369
33381,35368
33382,35362
33384,35352
33386,35336
33384,35312
33373,35276
33355,35230
33332,35176
33304,35116
33268,35042
33227,34959
33184,34877
33138,34802
33086,34727
33033,34641
32981,34547
32932,34457
32882,34367
32829,34270
32773,34168
32717,34056
32658,33938
32597,33828
32539,33727
32489,33630
32444,33528
32399,33415
32347,33286
32291,33154
32236,33034
32183,32927
32126,32833
32070,32745
32022,32662
31977,32583
31930,32500
31886,32411
31847,32319
31808,32229
31767,32143
31727,32059
31685,31984
31638,31918
31595,31851
31560,31787
31530,31731
31502,31679
31469,31619
31435,31550
31408,31488
31383,31440
31360,31407
31342,31382
31328,31350
31317,31303
31304,31244
31284,31173
31254,31100
31216,31035
31176,30983
31142,30945
31117,30914
31094,30877
31067,30824
31042,30757
31023,30694
31007,30640
30991,30598
30978,30572
30969,30554
30965,30543
30972,30559
30998,30615
31058,30719
31155,30891
31285,31142
31446,31475
31637,31872
31854,32312
32100,32794
32371,33315
32655,33866
32949,34439
33248,35015
33540,35577
33817,36127
34086,36674
34347,37212
34588,37723
34800,38181
34985,38576
35144,38913
35271,39185
35370,39407
35452,39603
35518,39762
35563,39869
35586,39934
35589,39959
35579,39947
35560,39914
35533,39868
35494,39793
35441,39671
35373,39520
35298,39364
35224,39211
35152,39045
35073,38851
34989,38645
34900,38435
34804,38224
34700,38016
34590,37810
34482,37609
34389,37415
34306,37224
34221,37026
34128,36816
34028,36603
33931,36390
33834,36183
33731,35983
33627,35794
33531,35615
33450,35443
33384,35283
33326,35140
33276,35016
33232,34905
33194,34803
33166,34728
33151,34693
33144,34689
33142,34714
33150,34766
33170,34827
33197,34886
33231,34945
33278,35010
33334,35084
33391,35166
33446,35257
33505,35357
33563,35457
33616,35552
33666,35651
33719,35751
33776,35845
33833,35930
33886,35995
33928,36032
33955,36041
33967,36021
33965,35984
33947,35944
33916,35896
33879,35843
33833,35802
33780,35766
33726,35719
33669,35653
33605,35558
33542,35442
33480,35321
33419,35206
33359,35096
33301,34990
33247,34897
33194,34809
33145,34704
33098,34590
33049,34467
33004,34330
32957,34199
32903,34077
32840,33955
32767,33832
32691,33706
32610,33575
32529,33447
32457,33327
32396,33214
32340,33099
32286,32994
32234,32902
32188,32812
32148,32727
32114,32651
32081,32584
32044,32527
32011,32471
31986,32405
31964,32324
31939,32231
31899,32137
31851,32058
31804,31997
31766,31951
31735,31915
31703,31882
31672,31848
31649,31806
31632,31746
31615,31675
31589,31601
31552,31526
31508,31454
31461,31383
31414,31316
31374,31255
31345,31197
31329,31142
31320,31094
31311,31051
31302,31016
31302,30996
31315,31000
31346,31042
31401,31135
31484,31282
31598,31486
31741,31747
31916,32064
32119,32442
32341,32886
32575,33380
32826,33908
33092,34464
33365,35042
33637,35623
33902,36184
34157,36711
34398,37198
34624,37642
34829,38040
35012,38390
35167,38692
35289,38955
35377,39186
35436,39392
35477,39565
35504,39689
35522,39760
35533,39783
35532,39761
35518,39705
35487,39630
35439,39523
35376,39381
35297,39227
35201,39064
35096,38885
34988,38694
34880,38493
34770,38292
34652,38087
34531,37864
34409,37625
34283,37390
34152,37162
34021,36919
33891,36661
33758,36405
33628,36157
33506,35921
33394,35693
33297,35475
33209,35268
33120,35075
33037,34890
32965,34718
32901,34561
32846,34425
32802,34303
32767,34185
32741,34082
32722,34001
32711,33945
32713,33911
32728,33905
32750,33937
32775,34007
32812,34097
32860,34192
32909,34290
32960,34399
33016,34517
33069,34636
33113,34748
33151,34846
33185,34935
33212,35021
33231,35095
33252,35163
33277,35236
33303,35308
33329,35366
33356,35402
33379,35414
33400,35406
33420,35391
33434,35377
33435,35357
33420,35323
33388,35280
33343,35236
33294,35187
33249,35132
33208,35063
33165,34969
33114,34860
33055,34752
32992,34649
32929,34553
32868,34458
32807,34348
32746,34220
32690,34090
32641,33965
32594,33851
32544,33749
32489,33649
32430,33553
32370,33460
32312,33358
32262,33244
32218,33128
32176,33013
32136,32898
32103,32793
32069,32707
32034,32639
32003,32583
31974,32528
31946,32472
31920,32406
31894,32327
31867,32252
31835,32180
31795,32101
31746,32016
31692,31931
31635,31850
31576,31771
31515,31687
31459,31608
31412,31526
31371,31431
31330,31336
31292,31255
31264,31199
31246,31170
31233,31160
31228,31166
31237,31196
31272,31263
31338,31374
31432,31532
31550,31737
31695,32001
31865,32336
32060,32743
32283,33213
32536,33727
32811,34269
33092,34825
33375,35386
33661,35946
33938,36501
34199,37048
34444,37582
34676,38086
34888,38539
35081,38939
35258,39292
35413,39600
35544,39853
35654,40052
35738,40207
35797,40317
35836,40395
35854,40447
35852,40466
35840,40461
35816,40436
35780,40378
35734,40290
35675,40170
35606,40016
35526,39836
35437,39637
35347,39422
35252,39194
35146,38955
35028,38707
34907,38462
34787,38229
34667,38001
34548,37774
34430,37554
34311,37336
34192,37109
34081,36868
33982,36619
33894,36374
33807,36150
33714,35948
33618,35765
33520,35596
33427,35441
33346,35302
33275,35178
33210,35066
33149,34962
33101,34876
33077,34830
33075,34817
33086,34817
33111,34823
33145,34845
33183,34879
33221,34927
33263,34985
33312,35048
33363,35125
33414,35220
33462,35323
33504,35422
33540,35517
33577,35605
33615,35689
33648,35768
33669,35836
33682,35893
33694,35944
33706,35984
33709,36009
33706,36022
33698,36023
33683,36006
33666,35971
33651,35919
33634,35857
33613,35789
33588,35711
33558,35627
33522,35542
33483,35454
33437,35363
33387,35257
33338,35136
33289,35014
33237,34896
33180,34782
33122,34675
33064,34575
33008,34473
32955,34367
32905,34256
32857,34145
32807,34034
32757,33921
32711,33817
32666,33728
32618,33652
32568,33571
32517,33477
32463,33386
32412,33309
32371,33238
32334,33162
32297,33082
32259,33000
32220,32916
32178,32825
32133,32730
32090,32638
32055,32558
32025,32488
31995,32415
31955,32339
31910,32266
31867,32196
31832,32126
31804,32053
31778,31970
31752,31879
31726,31791
31702,31715
31682,31643
31666,31573
31647,31507
31620,31451
31587,31414
31555,31388
31525,31361
31500,31333
31480,31305
31463,31278
31447,31258
31436,31260
31440,31293
31471,31370
31535,31503
31636,31709
31778,31993
31964,32346
32189,32764
32442,33244
32715,33781
33007,34365
33316,34979
33634,35614
33955,36259
34273,36901
34580,37537
34874,38160
35158,38751
35432,39314
35688,39842
35917,40317
36110,40732
36270,41080
36399,41364
36498,41598
36572,41784
36622,41918
36646,42005
36648,42049
36636,42061
36610,42043
36563,41989
36500,41897
36431,41777
36353,41632
36266,41468
36176,41287
36082,41078
35986,40835
35888,40582
35785,40341
35679,40100
35571,39862
35457,39643
35341,39441
35228,39259
35125,39082
35032,38887
34946,38684
34863,38479
34776,38272
34682,38064
34591,37849
34503,37636
34414,37437
34331,37262
34261,37108
34202,36966
34147,36834
34092,36720
34042,36629
33999,36555
33964,36493
33938,36449
33917,36420
33897,36402
33882,36392
33872,36393
33869,36415
33873,36465
33888,36542
33916,36633
33956,36721
34005,36809
34063,36900
34130,36989
34195,37063
34250,37122
34302,37179
34347,37239
34380,37295
34404,37343
34427,37377
34448,37397
34461,37399
34466,37381
34464,37342
34446,37296
34415,37255
34380,37218
34343,37175
34303,37123
34257,37059
34208,36965
34165,36843
34130,36717
34096,36615
34055,36532
34006,36441
33957,36325
33907,36202
33851,36090
33793,35984
33736,35888
33677,35806
33617,35731
33561,35636
33506,35518
33447,35400
33386,35274
33328,35138
33273,35012
33217,34899
33167,34775
33123,34632
33082,34489
33034,34366
32976,34276
32914,34215
32854,34166
32796,34096
32744,34001
32695,33908
32641,33820
32586,33722
32539,33613
32502,33517
32466,33444
32432,33375
32405,33306
32383,33256
32361,33220
32335,33182
32305,33129
32275,33065
32247,33011
32218,32967
32190,32907
32166,32832
32144,32764
32117,32694
32082,32604
32039,32498
31994,32393
31950,32303
31903,32226
31851,32164
31803,32122
31756,32092
31716,32073
31691,32078
31686,32097
31703,32128
31744,32186
31813,32282
31911,32429
32044,32643
32214,32923
32415,33268
32639,33677
32879,34136
33134,34629
33405,35155
33692,35726
33987,36346
34285,36988
34580,37621
34866,38227
35141,38804
35401,39353
35642,39872
35860,40339
36049,40736
36209,41079
36344,41379
36459,41634
36554,41834
36627,41975
36677,42065
36704,42118
36703,42137
36680,42118
36639,42054
36586,41952
36524,41820
36456,41662
36377,41478
36289,41280
36192,41078
36086,40858
35977,40627
35869,40406
35761,40199
35648,40010
35532,39842
35416,39678
35304,39505
35194,39328
35083,39152
34969,38972
34854,38774
34748,38546
34652,38293
34563,38032
34475,37777
34384,37545
34294,37333
34204,37136
34118,36962
34040,36810
33965,36673
33897,36542
33847,36416
33815,36312
33799,36242
33792,36216
33784,36227
33778,36246
33780,36269
33789,36317
33804,36387
33825,36453
33852,36513
33887,36570
33931,36614
33982,36656
34034,36721
34079,36813
34119,36907
34160,36975
34198,37021
34225,37076
34244,37141
34258,37183
34266,37197
34271,37206
34273,37206
34269,37184
34261,37141
34250,37081
34236,37004
34215,36898
34183,36768
34140,36633
34087,36509
34028,36409
33960,36325
33888,36233
33815,36126
33739,36022
33660,35921
33582,35819
33505,35722
33431,35632
33360,35540
33291,35446
33227,35353
33167,35247
33107,35126
33049,35001
32997,34879
32942,34759
32880,34636
32821,34504
32762,34372
32701,34249
32641,34124
32579,33996
32518,33871
32456,33746
32399,33617
32345,33492
32294,33386
32247,33292
32210,33202
32180,33119
32153,33038
32123,32957
32085,32876
32044,32800
32000,32735
31954,32673
31911,32608
31871,32544
31836,32478
31807,32421
31773,32367
31735,32303
31693,32237
31652,32183
31610,32146
31567,32114
31528,32077
31500,32035
31481,31986
31466,31923
31445,31852
31419,31776
31387,31691
31348,31600
31311,31508
31278,31420
31248,31344
31220,31285
31195,31232
31169,31181
31144,31151
31123,31154
31112,31176
31122,31210
31166,31271
31247,31387
31355,31565
31490,31797
31659,32093
31859,32456
32083,32881
32328,33352
32590,33857
32860,34394
33142,34962
33429,35555
33713,36155
33988,36738
34248,37298
34487,37835
34707,38350
34915,38835
35108,39266
35282,39624
35431,39921
35553,40163
35653,40347
35730,40482
35780,40573
35803,40627
35803,40662
35785,40673
35752,40640
35704,40560
35640,40438
35564,40282
35477,40107
35376,39924
35264,39730
35147,39526
35034,39313
34923,39088
34805,38846
34685,38588
34567,38337
