Channel 1,Channel 4
39670,27011
39562,26850
39465,26704
39381,26574
39309,26463
39248,26372
39200,26300
39166,26245
39144,26202
39128,26169
39117,26141
39104,26112
39085,26075
39059,26025
39022,25962
38972,25885
38910,25791
38835,25680
38750,25553
38655,25416
38558,25272
38464,25126
38372,24987
38288,24857
38212,24736
38150,24628
38102,24540
38066,24476
38042,24436
38030,24414
38027,24405
38031,24405
38041,24412
38056,24426
38076,24447
38097,24472
38116,24494
38131,24505
38140,24504
38139,24493
38125,24470
38098,24433
38062,24380
38017,24310
37961,24223
37894,24122
37818,24008
37735,23884
37646,23749
37550,23606
37449,23457
37342,23301
37228,23137
37110,22966
36990,22791
36869,22611
36747,22426
36626,22238
36509,22050
36396,21864
36287,21682
36180,21508
36074,21344
35967,21187
35858,21033
35753,20882
35655,20736
35562,20594
35472,20456
35387,20323
35304,20193
35222,20067
35142,19946
35062,19825
34982,19703
34902,19582
34823,19463
34744,19346
34665,19232
34584,19121
34502,19010
34422,18901
34346,18793
34273,18685
34206,18577
34143,18469
34080,18364
34016,18262
33952,18163
33889,18069
33825,17978
33760,17888
33695,17799
33630,17705
33565,17603
33500,17495
33432,17384
33361,17269
33285,17148
33205,17020
33122,16891
33035,16764
32944,16638
32848,16510
32752,16378
32657,16244
32561,16104
32464,15960
32365,15817
32263,15676
32158,15532
32049,15382
31937,15224
31821,15058
31702,14886
31581,14714
31461,14542
31344,14373
31234,14210
31137,14062
31066,13949
31039,13900
31074,13946
31194,14121
31423,14457
31775,14970
32250,15660
32835,16509
33507,17484
34235,18539
34984,19625
35722,20698
36427,21726
37076,22680
37656,23544
38161,24307
38589,24963
38940,25512
39217,25953
39425,26294
39571,26546
39660,26714
39699,26803
39697,26827
39661,26791
39598,26706
39510,26581
39402,26422
39277,26237
39142,26035
39001,25823
38858,25607
38717,25393
38581,25187
38451,24994
38331,24818
38223,24659
38129,24517
38051,24394
37987,24291
37934,24203
37889,24124
37849,24050
37810,23977
37769,23901
37721,23819
37665,23724
37601,23609
37526,23479
37440,23342
37347,23199
37253,23052
37158,22904
37063,22760
36970,22628
36887,22512
36820,22412
36772,22333
36742,22280
36730,22257
36733,22261
36751,22282
36782,22321
36822,22375
36868,22435
36915,22494
36962,22554
37007,22609
37043,22652
37065,22680
37073,22689
37066,22674
37044,22638
37008,22587
36958,22521
36896,22436
36816,22329
36723,22202
36621,22058
36513,21898
36397,21725
36273,21542
36141,21354
36004,21162
35864,20963
35721,20758
35580,20550
35445,20341
35315,20132
35186,19927
35060,19729
34937,19538
34817,19354
34696,19176
34577,19008
34461,18844
34348,18682
34236,18524
34126,18368
34021,18215
33922,18068
33830,17929
33743,17798
33660,17673
