Channel 1,Channel 4
4614,27629
4698,27724
4757,27798
4795,27844
4815,27860
4816,27860
4797,27850
4768,27822
4734,27775
4687,27714
4626,27643
4556,27559
4491,27469
4432,27381
4377,27300
4322,27223
4269,27155
4221,27097
4174,27041
4129,26982
4089,26923
4053,26872
4020,26824
3984,26770
3943,26715
3896,26662
3849,26607
3804,26543
3763,26469
3722,26401
3678,26345
3637,26299
3608,26262
3590,26240
3577,26235
3570,26237
3573,26244
3581,26261
3593,26284
3610,26308
3632,26338
3660,26374
3690,26407
3721,26433
3753,26462
3786,26498
3820,26527
3853,26547
3881,26574
3898,26611
3910,26635
3921,26633
3926,26622
3918,26612
3899,26595
3874,26565
3843,26526
3804,26482
3760,26430
3716,26372
3668,26308
3612,26241
3550,26170
3485,26098
3420,26025
3352,25946
3282,25857
3212,25770
3143,25685
3073,25594
3001,25490
2927,25384
2856,25291
2787,25204
2719,25111
2651,25021
2585,24941
2521,24860
2460,24775
2401,24698
2344,24633
2291,24574
2242,24517
2194,24458
2146,24399
2097,24342
2049,24289
2004,24235
1962,24180
1918,24129
1874,24084
1838,24045
1806,24008
1776,23965
1745,23915
1718,23870
1688,23832
1655,23795
1622,23756
1593,23725
1565,23703
1537,23679
1506,23651
1475,23615
1440,23572
1402,23527
1364,23484
1327,23440
1287,23388
1242,23332
1197,23280
1157,23230
1118,23172
1077,23106
1035,23040
996,22982
960,22925
921,22866
878,22814
837,22776
800,22744
770,22719
754,22711
759,22737
792,22804
861,22920
971,23090
1125,23312
1330,23587
1588,23918
1889,24301
2224,24719
2578,25160
2943,25614
3307,26064
3656,26488
3974,26877
4256,27227
4504,27535
4718,27796
4896,28007
5038,28173
5150,28310
5233,28420
5292,28494
5331,28532
5348,28546
5348,28540
5333,28510
5304,28459
5261,28402
5210,28343
5158,28278
5109,28208
5061,28144
5010,28087
4964,28031
4927,27977
4898,27932
4870,27897
4847,27868
4833,27845
4823,27824
4811,27803
4795,27781
4778,27759
4759,27738
4735,27707
4708,27660
4680,27609
4647,27558
4611,27504
4577,27448
4548,27406
4522,27385
4497,27364
4477,27336
4465,27315
4459,27304
4460,27295
4470,27288
4489,27291
4509,27302
4534,27319
4562,27344
4593,27378
4625,27412
4655,27440
4684,27466
4713,27495
4740,27521
4764,27538
4785,27555
4803,27579
4817,27604
4828,27614
4831,27608
4826,27598
4811,27588
4788,27567
4762,27528
4731,27476
4692,27419
4649,27355
4604,27286
4555,27214
4499,27140
4441,27063
4386,26991
4332,26929
4279,26865
4229,26797
4180,26732
4127,26671
4070,26602
4015,26526
3959,26455
3900,26392
3840,26328
3786,26261
3739,26195
3695,26134
3651,26075
3607,26021
3563,25970
3520,25918
3479,25862
3441,25810
3404,25770
3367,25737
3330,25694
3295,25647
3264,25606
3237,25572
3211,25538
3187,25498
3160,25464
3131,25444
3102,25429
3077,25408
3053,25380
3026,25351
2995,25323
2968,25290
2944,25254
2918,25212
2887,25162
2851,25115
2808,25075
2763,25027
2721,24966
2678,24904
2632,24849
2583,24795
2535,24738
2490,24678
2444,24611
2396,24539
2346,24467
2297,24399
2247,24326
2193,24247
2138,24169
2084,24101
2031,24043
1982,23996
1948,23965
1937,23967
1954,24012
2006,24103
2103,24248
2253,24446
2454,24694
2701,24992
2986,25345
3299,25736
3626,26131
3953,26516
4270,26898
4573,27274
4853,27623
5105,27933
5324,28204
5509,28442
5660,28649
5783,28822
5884,28956
5962,29056
6014,29128
6044,29173
6059,29195
6063,29200
6054,29183
6039,29136
6016,29078
5981,29021
5939,28956
5897,28883
5852,28817
5803,28761
5752,28709
5705,28665
5667,28629
5640,28598
5623,28566
5612,28539
5604,28522
5595,28510
5584,28493
5567,28469
5546,28443
5518,28413
5484,28376
5448,28336
5411,28292
5373,28235
5332,28170
5289,28113
5249,28070
5214,28033
5184,27997
5162,27966
5148,27945
5143,27937
5149,27942
5163,27955
5179,27972
5192,27996
5209,28024
5233,28050
5260,28076
5285,28093
5310,28105
5333,28124
5350,28148
5363,28171
5376,28191
5387,28208
5388,28217
5376,28215
5357,28203
5337,28185
5318,28157
5293,28115
5262,28063
5226,28012
5186,27966
5143,27919
5098,27868
5053,27809
5007,27741
4954,27667
4897,27592
4839,27522
4781,27451
4724,27370
4667,27286
4610,27210
4552,27141
4495,27074
4441,27003
4386,26931
4327,26861
4267,26788
4212,26715
4162,26647
4114,26582
4069,26522
4027,26476
3987,26443
3951,26407
3917,26366
3883,26329
3847,26297
3812,26258
3782,26218
3756,26183
3732,26148
3705,26110
3676,26074
3651,26042
3627,26010
3599,25968
3569,25920
3538,25876
3506,25836
3473,25794
3442,25749
3412,25707
3382,25668
3350,25627
3315,25584
3280,25539
3246,25487
3210,25429
3170,25379
3127,25339
3083,25296
3038,25242
2992,25182
2943,25125
2891,25074
2840,25024
2798,24974
2763,24931
2738,24907
2727,24911
2743,24945
2793,25016
2885,25132
3024,25302
3212,25537
3443,25832
3706,26162
3995,26509
4296,26873
4594,27245
4882,27607
5156,27954
5415,28286
5651,28593
5863,28866
6048,29107
6204,29315
6331,29481
6430,29599
6506,29681
6563,29741
6604,29786
6626,29810
6631,29816
6622,29812
6601,29802
6576,29779
6548,29742
6514,29695
6473,29640
6428,29578
6387,29517
6351,29460
6315,29406
6281,29360
6251,29325
6229,29296
6211,29264
6197,29230
6187,29209
6178,29201
6168,29183
6152,29149
6127,29113
6096,29083
6062,29045
6028,28994
5992,28942
5951,28892
5912,28844
5880,28804
5856,28776
5839,28754
5829,28735
5824,28719
5824,28712
5831,28712
5841,28711
5853,28713
5870,28728
5890,28755
5914,28790
5940,28832
5965,28873
5983,28909
5998,28939
6012,28962
6027,28976
6041,28978
6050,28970
6052,28961
6050,28958
6046,28952
6036,28935
6019,28906
5995,28867
5962,28823
5924,28769
5882,28703
5837,28635
5786,28571
5733,28514
5682,28452
5631,28384
5573,28311
5509,28238
5447,28169
5389,28107
5333,28037
5278,27957
5227,27882
5173,27819
5122,27754
5076,27683
5033,27612
4986,27544
4934,27477
4882,27413
4835,27354
4792,27297
4748,27242
4704,27194
4663,27158
4624,27125
4588,27085
4553,27041
4518,27001
4481,26963
4442,26925
4407,26892
4378,26859
4351,26823
4320,26787
4288,26756
4262,26731
4240,26704
4219,26672
4195,26641
4169,26613
4142,26586
4118,26556
4095,26517
4071,26469
4041,26416
4007,26360
3973,26304
3939,26255
3902,26207
3866,26154
3831,26107
3793,26066
3750,26022
3708,25974
3666,25922
3620,25866
3569,25803
3517,25741
3469,25681
3426,25620
3383,25552
3342,25486
3307,25438
3282,25415
3273,25415
3287,25442
3332,25514
3417,25640
3546,25826
3727,26076
3958,26379
4227,26720
4520,27089
4824,27478
5133,27870
5437,28247
5726,28598
5992,28932
6234,29248
6454,29536
6649,29784
6819,29988
6960,30153
7073,30291
7160,30399
7227,30478
7275,30533
7301,30560
7314,30560
7314,30546
7300,30530
7273,30506
7240,30471
7202,30432
7159,30389
7117,30335
7079,30276
7047,30219
7021,30170
6998,30130
6979,30106
6969,30097
6962,30093
6954,30086
6946,30076
6936,30066
6921,30053
6903,30024
6884,29982
6865,29936
6843,29886
6812,29837
6780,29795
6750,29755
6722,29711
6694,29666
6671,29629
6651,29602
6637,29583
6626,29572
6619,29564
6615,29562
6614,29568
6617,29578
6628,29591
6645,29611
6662,29634
6680,29657
6703,29684
6729,29713
6754,29731
6778,29736
6799,29746
6813,29765
6822,29779
6831,29787
6837,29793
6834,29793
6821,29779
6803,29753
6781,29717
6754,29671
6721,29614
6680,29557
6635,29509
6591,29461
6548,29400
6503,29331
6449,29266
6389,29202
6326,29127
6264,29044
6204,28963
6145,28887
6086,28811
6032,28737
5987,28667
5945,28599
5901,28536
5852,28486
5801,28441
5752,28391
5707,28334
5660,28272
5612,28206
5562,28141
5513,28085
5466,28032
5422,27979
5380,27924
5341,27868
5306,27819
5274,27781
5241,27745
5210,27710
5178,27684
5142,27661
5104,27634
5072,27603
5044,27572
5018,27538
4992,27493
4966,27441
4941,27394
4917,27348
4887,27295
4852,27241
4818,27196
4788,27161
4762,27133
4738,27109
4711,27080
4679,27039
4639,26991
4595,26947
4551,26906
4508,26854
4462,26790
4411,26728
4359,26671
4308,26611
4255,26544
4199,26470
4142,26395
4083,26324
4024,26253
3969,26182
3917,26109
3861,26032
3804,25953
3749,25882
3700,25827
3661,25780
3638,25742
3633,25739
3655,25782
3715,25872
3821,26013
3979,26211
4189,26464
4443,26769
4729,27123
5040,27514
5363,27923
5684,28324
5995,28707
6291,29072
6563,29413
6805,29722
7019,29993
7208,30228
7365,30424
7489,30585
7583,30715
7655,30814
7707,30874
7739,30901
7755,30907
7759,30899
7752,30874
7736,30840
7708,30803
7673,30766
7634,30727
7597,30682
7564,30625
7534,30557
7501,30487
7468,30420
7439,30366
7414,30326
7389,30288
7372,30253
7363,30235
7353,30233
7338,30233
7322,30225
7307,30215
7289,30202
7268,30180
7244,30151
7220,30120
7197,30087
7173,30048
7148,30008
7123,29977
7101,29956
7086,29936
7077,29917
7076,29905
7077,29903
7083,29908
7096,29921
7116,29939
7141,29955
7162,29974
7179,30002
7199,30040
7223,30075
7247,30098
7269,30121
7287,30149
7306,30177
7326,30195
7343,30204
7352,30205
7354,30202
7351,30194
7345,30177
7336,30148
7319,30111
7290,30068
7256,30016
7216,29958
7172,29897
7125,29838
7076,29788
7027,29742
6978,29686
6931,29617
6882,29545
6828,29473
6775,29398
6727,29321
6677,29246
6619,29178
6559,29116
6502,29058
6448,28999
6394,28937
6339,28873
6288,28811
6244,28756
6203,28703
6165,28647
6128,28594
6092,28547
6057,28505
6025,28465
5995,28423
5966,28385
5939,28357
5917,28332
5899,28303
5880,28275
5856,28252
5832,28227
5814,28199
5798,28166
5777,28132
5750,28097
5725,28065
5701,28037
5672,28005
5640,27973
5612,27940
5585,27900
5554,27851
5520,27802
5489,27760
5462,27726
5434,27688
5403,27643
5369,27596
5328,27550
5283,27500
5238,27440
5194,27378
5148,27324
5101,27272
5056,27218
5012,27157
4967,27089
4920,27024
4873,26971
4835,26933
4810,26914
4805,26925
4832,26980
4899,27080
5009,27222
5159,27408
5346,27649
5562,27937
5803,28243
6063,28550
6332,28872
6600,29208
6859,29537
7106,29847
7333,30137
7532,30401
7710,30634
7870,30838
8008,31018
8122,31167
8212,31277
8278,31354
8323,31406
8348,31434
8357,31443
8355,31444
8344,31436
8324,31414
8297,31377
8262,31328
8223,31273
8178,31213
8134,31148
8092,31091
8055,31048
8024,31012
8000,30972
7979,30935
7959,30912
7941,30898
7925,30879
7908,30849
7886,30814
7860,30778
7834,30732
7811,30677
7788,30622
7758,30575
7722,30532
7687,30488
7655,30444
7622,30403
7589,30365
7562,30336
7544,30320
7533,30300
7529,30274
7534,30260
7545,30268
7557,30277
7574,30284
7598,30301
7622,30325
7641,30346
7660,30360
7678,30376
7696,30395
7711,30410
7723,30420
7730,30425
7733,30429
7731,30430
7726,30429
7716,30425
7701,30415
7679,30401
7654,30384
7631,30357
7607,30312
7574,30250
7535,30190
7491,30133
7440,30068
7385,29994
7328,29924
7274,29860
7223,29792
7170,29716
7113,29645
7053,29579
6994,29511
6939,29442
6884,29379
6827,29320
6772,29258
6723,29187
6672,29112
6617,29035
6564,28963
6518,28899
6475,28840
6429,28783
6382,28724
6340,28666
6303,28610
6268,28552
6234,28496
6199,28448
6166,28410
6133,28378
6098,28344
6062,28310
6027,28279
5994,28253
5963,28220
5931,28174
5895,28127
5859,28087
5827,28050
5802,28014
5779,27981
5754,27952
5730,27924
5709,27893
5687,27864
5660,27834
5629,27800
5603,27760
5580,27718
5552,27674
5519,27626
5485,27576
5452,27529
5413,27478
5368,27417
5318,27356
5266,27298
5216,27234
5165,27162
5110,27092
5049,27025
4984,26954
4922,26881
4862,26813
4803,26746
4744,26683
4688,26626
4637,26575
4593,26529
4559,26494
4543,26482
4555,26512
4606,26590
4698,26714
4836,26898
5023,27152
5260,27464
5539,27815
5848,28190
6169,28584
6495,28987
6816,29378
7126,29745
7410,30088
7663,30408
7888,30696
8087,30944
8259,31154
8398,31336
8508,31489
8596,31608
8664,31696
8710,31758
8734,31793
8746,31806
8747,31801
8734,31779
8711,31746
8683,31711
8649,31676
8608,31628
8564,31565
8522,31503
8479,31448
8438,31391
8407,31340
8383,31304
8359,31285
8340,31273
8329,31265
8322,31264
8316,31265
8311,31265
8307,31259
8303,31247
8296,31223
8282,31184
8260,31144
8231,31108
8198,31062
8162,31002
8124,30942
8087,30893
8054,30850
8026,30807
8001,30770
7979,30743
7960,30726
7949,30713
7946,30703
7948,30697
7955,30703
7966,30717
7980,30728
7995,30732
8010,30739
8027,30755
8049,30776
8072,30795
8088,30813
8099,30832
8113,30852
8126,30865
8130,30866
8124,30858
8111,30842
8089,30818
8058,30783
8021,30741
7983,30697
7945,30652
7902,30596
7856,30531
7808,30465
7755,30398
7697,30327
7638,30255
7580,30184
7520,30119
7457,30054
7392,29983
7328,29910
7264,29839
7200,29767
7140,29690
7082,29611
7024,29531
6967,29451
6914,29374
6866,29302
6817,29232
6766,29165
6721,29108
6681,29056
6642,29001
6601,28938
6564,28878
6530,28830
6495,28783
6461,28734
6426,28692
6388,28657
6349,28615
6312,28561
6277,28506
6240,28461
6201,28415
6165,28364
6132,28317
6095,28274
6055,28226
6020,28172
5987,28121
5951,28075
5912,28035
5873,28001
5839,27972
5807,27942
5773,27905
5738,27865
5704,27822
5668,27767
5625,27705
5578,27643
5533,27583
5490,27520
5444,27455
5394,27394
5345,27336
5297,27268
5245,27192
5187,27119
5125,27053
5064,26987
5004,26914
4942,26840
4876,26768
4809,26687
4742,26596
4671,26502
4596,26406
4521,26308
4449,26216
4378,26128
4308,26038
4242,25952
4184,25884
4146,25845
4135,25850
4163,25904
4239,26019
4371,26204
4564,26460
4813,26782
5113,27168
5455,27607
5826,28070
6209,28530
6582,28979
6936,29414
7265,29826
7565,30199
7828,30524
8050,30810
8233,31056
8385,31253
8512,31405
8610,31522
8678,31608
8723,31661
8750,31683
8758,31678
8749,31656
8728,31622
8699,31573
8660,31512
8610,31444
8551,31369
8491,31294
8432,31223
8374,31154
8320,31085
8272,31028
8227,30984
8186,30942
8152,30894
8126,30856
8104,30828
8085,30799
8071,30766
8057,30733
8038,30697
8010,30655
7978,30610
7943,30566
7905,30519
7865,30466
7826,30414
7789,30367
7752,30322
7717,30281
7691,30250
7676,30233
7670,30220
7668,30212
7673,30217
7687,30240
7708,30266
7730,30290
7754,30323
7782,30370
7813,30417
7848,30456
7883,30494
7916,30536
7946,30575
7973,30607
7991,30628
8002,30634
8004,30624
7999,30604
7989,30575
7973,30537
7945,30494
7907,30452
7863,30408
7814,30356
7756,30300
7693,30246
7628,30191
7564,30125
7496,30045
7426,29958
7357,29870
7289,29780
7220,29681
7153,29577
7085,29480
7015,29393
6945,29309
6880,29224
6820,29142
6764,29060
6707,28974
6652,28883
6597,28796
6538,28718
6477,28646
6419,28578
6365,28513
6311,28451
6259,28393
6213,28335
6171,28279
6128,28229
6086,28184
6052,28146
6023,28119
5991,28095
5959,28068
5936,28039
5918,28008
