Channel 1,Channel 4
17921,30073
17943,30100
17958,30119
17968,30132
17973,30136
17970,30130
17960,30115
17941,30092
17915,30064
17883,30028
17847,29988
17808,29944
17764,29896
17716,29844
17667,29787
17616,29726
17562,29661
17505,29591
17445,29522
17384,29450
17322,29372
17259,29294
17198,29217
17138,29142
17079,29069
17022,28998
16966,28928
16909,28861
16852,28798
16798,28739
16746,28683
16695,28629
16644,28573
16594,28517
16543,28461
16489,28404
16435,28349
16386,28296
16339,28244
16293,28192
16247,28145
16204,28100
16165,28053
16132,28003
16103,27951
16077,27901
16052,27858
16027,27821
16004,27785
15979,27748
15953,27711
15927,27676
15899,27646
15870,27619
15841,27593
15810,27569
15777,27542
15745,27509
15714,27474
15685,27442
15656,27409
15624,27372
15590,27328
15556,27284
15521,27246
15487,27212
15453,27181
15422,27155
15394,27130
15365,27105
15333,27078
15299,27048
15267,27018
15235,26990
15205,26962
15178,26933
15154,26906
15132,26882
15109,26862
15085,26845
15059,26826
15033,26802
15006,26775
14982,26747
14961,26721
14941,26697
14919,26674
14894,26649
14869,26620
14841,26590
14811,26558
14779,26523
14747,26485
14719,26447
14694,26410
14670,26375
14647,26342
14621,26309
14593,26277
14562,26244
14531,26211
14501,26179
14472,26145
14441,26109
14405,26070
14367,26029
14328,25987
14292,25946
14257,25905
14220,25861
14182,25815
14143,25770
14102,25730
14061,25692
14021,25652
13982,25609
13944,25567
13907,25525
13872,25483
13840,25443
13810,25404
13781,25365
13755,25328
13729,25297
13702,25269
13676,25241
13648,25213
13618,25187
13585,25157
13549,25124
13509,25089
13464,25052
13415,25008
13364,24958
13312,24903
13260,24846
13208,24787
13156,24729
13106,24673
13058,24617
13011,24559
12966,24504
12923,24453
12883,24407
12845,24367
12813,24331
12787,24304
12770,24290
12766,24294
12780,24319
12817,24373
12883,24458
12982,24578
13116,24736
13289,24934
13497,25175
13737,25455
14007,25768
14298,26112
14604,26481
14923,26866
15248,27257
15572,27648
15888,28033
16194,28412
16486,28779
16756,29130
17000,29457
17218,29754
17409,30019
17573,30251
17713,30449
17828,30613
17919,30744
17983,30842
18025,30910
18046,30953
18051,30976
18042,30981
18019,30972
17988,30949
17953,30916
17918,30876
17881,30832
17843,30785
17806,30735
17770,30687
17736,30639
17703,30593
17672,30553
17642,30516
17614,30480
17585,30444
17559,30410
17538,30382
17519,30359
17503,30337
17486,30315
17467,30290
17442,30259
17412,30225
17375,30186
17334,30143
17288,30093
17239,30034
17188,29969
17131,29898
17069,29825
17008,29754
16951,29685
16898,29618
16849,29558
16802,29503
16759,29455
16723,29412
16695,29376
16674,29350
16660,29335
16652,29327
16651,29328
16658,29340
16672,29361
16690,29387
16710,29415
16734,29445
16759,29476
16785,29509
16809,29539
16831,29567
16851,29592
16870,29612
16886,29625
16898,29632
16903,29631
16903,29623
16897,29611
16884,29595
16864,29575
16837,29548
16804,29516
16766,29478
16721,29434
16673,29383
16624,29327
16574,29265
16523,29200
16471,29134
16419,29069
16368,29006
16318,28944
16270,28884
16223,28823
16177,28763
16130,28703
16082,28645
16035,28590
15989,28538
15941,28486
15891,28432
15844,28377
15800,28320
15758,28261
15716,28202
15674,28138
15629,28072
15576,28004
15519,27937
15461,27875
15406,27818
15352,27762
15299,27705
15247,27649
15198,27597
15149,27549
15103,27503
15064,27463
15033,27426
15007,27391
14984,27362
14965,27335
14950,27309
14934,27282
14916,27255
14895,27229
14874,27204
14854,27181
14836,27161
14818,27142
14800,27119
14783,27090
14766,27059
14747,27028
14725,26998
14703,26968
14682,26943
14661,26922
14637,26905
14612,26888
14588,26871
14567,26850
14548,26826
14529,26799
14513,26774
14500,26750
14486,26728
14473,26705
14458,26680
14439,26651
14415,26619
14387,26588
14358,26561
14331,26536
14307,26510
14283,26481
14261,26449
14240,26415
14217,26379
14191,26343
14161,26307
14127,26272
14090,26236
14054,26197
14019,26157
13986,26116
13949,26072
13910,26025
13869,25980
13830,25936
13791,25892
13754,25847
13715,25804
13677,25765
13638,25727
13597,25689
13560,25647
13527,25600
13493,25555
13458,25513
13423,25476
13389,25441
13357,25409
13326,25377
13293,25343
13261,25307
13230,25273
13202,25240
13176,25211
13151,25185
13127,25154
13104,25121
13079,25087
13050,25052
13022,25015
12993,24977
12965,24936
12937,24893
12909,24849
12878,24803
12844,24754
12808,24701
12770,24649
12731,24599
12691,24550
12651,24502
12611,24458
12571,24418
12530,24379
12489,24336
12448,24293
12409,24254
12371,24217
12338,24179
12308,24146
12285,24122
12272,24110
12273,24115
12292,24142
12335,24197
12409,24286
12517,24410
12661,24574
12839,24779
13048,25021
13284,25298
13544,25611
13826,25953
14118,26311
14414,26678
14713,27053
15011,27428
15303,27795
15584,28150
15851,28485
16098,28796
16322,29079
16520,29335
16693,29566
16840,29768
16961,29940
17057,30079
17131,30188
17184,30269
17219,30323
17238,30357
17242,30373
17231,30374
17206,30362
17171,30337
17129,30301
17081,30254
17030,30197
16980,30134
16930,30067
16878,30001
16826,29937
16776,29871
16727,29806
16680,29744
16638,29686
16597,29635
16558,29586
16520,29538
16484,29491
16451,29446
16419,29405
16385,29364
16350,29321
16312,29274
16270,29220
16222,29157
16167,29084
16107,29001
16041,28911
15970,28818
15895,28723
15822,28630
15752,28540
15688,28457
15632,28385
15586,28325
15551,28278
15528,28245
15514,28223
15508,28213
15509,28215
15519,28227
15538,28246
15559,28268
15583,28289
15608,28310
15634,28332
15659,28354
15684,28378
15709,28404
15732,28434
15754,28466
15773,28498
15787,28524
15796,28543
15798,28556
15796,28563
15789,28562
15775,28555
15755,28540
15731,28516
15704,28481
15674,28437
15641,28385
15605,28327
15568,28265
15527,28200
15482,28132
15433,28061
15382,27992
15329,27925
15275,27858
15219,27790
15161,27725
15102,27660
15045,27596
14990,27531
14936,27467
14883,27403
14831,27339
14782,27273
14737,27207
14692,27143
14643,27083
14591,27024
14539,26964
14489,26902
14440,26841
14395,26784
14350,26731
14304,26678
14258,26625
14211,26567
14166,26509
14122,26451
14079,26395
14038,26343
14001,26295
13967,26248
13936,26203
13908,26163
13882,26128
13857,26095
13833,26064
13812,26038
13794,26017
13778,25998
13761,25978
13743,25956
13724,25936
13705,25917
13687,25898
13670,25879
13654,25860
13638,25840
13619,25819
13597,25795
13577,25770
13556,25744
13531,25717
13506,25687
13484,25658
13462,25631
13442,25606
13423,25584
13406,25566
13388,25549
13369,25533
13351,25516
13332,25493
13311,25465
13287,25434
13262,25403
13236,25373
13211,25347
13188,25324
13165,25301
13142,25279
13120,25256
13098,25229
13076,25199
13053,25167
13029,25134
13003,25101
12977,25072
12952,25045
12928,25013
12902,24978
12872,24940
12838,24893
12799,24841
12755,24785
12708,24727
12659,24664
12611,24596
12564,24528
12521,24464
12480,24407
12443,24359
12413,24318
12389,24280
12369,24246
12352,24220
12338,24201
12325,24187
12312,24173
12299,24158
12286,24145
12271,24132
12252,24114
12232,24091
12212,24063
12189,24034
12166,24005
12143,23975
12124,23952
12117,23944
12123,23957
12148,23993
12198,24057
12273,24151
12377,24281
12512,24452
12677,24661
12869,24902
13082,25169
13313,25459
13561,25769
13821,26095
14087,26430
14354,26766
14615,27100
14867,27427
15104,27740
15325,28034
15526,28304
15705,28545
15860,28756
15992,28936
16104,29086
16194,29210
