Channel 1,Channel 4
40782,32489
40740,32432
40700,32376
40660,32319
40618,32262
40575,32202
40530,32138
40486,32071
40443,32005
40398,31940
40348,31869
40292,31795
40234,31721
40171,31651
40108,31586
40052,31531
40010,31491
39988,31467
39989,31459
40015,31470
40068,31502
40149,31565
40254,31663
40383,31794
40532,31951
40699,32132
40880,32335
41070,32553
41266,32781
41461,33012
41648,33240
41828,33463
41999,33676
42157,33876
42301,34061
42433,34229
42552,34380
42655,34514
42745,34632
42819,34734
42878,34821
42923,34894
42956,34955
42982,35007
43006,35055
43028,35099
43049,35140
43069,35180
43089,35222
43107,35263
43127,35302
43149,35338
43172,35372
43195,35405
43220,35436
43245,35467
43270,35497
43293,35528
43314,35558
43334,35588
43354,35617
43371,35641
43384,35661
43391,35675
43391,35682
43380,35682
43359,35670
43330,35644
43294,35610
43256,35573
43217,35532
43175,35488
43129,35442
43082,35393
43035,35340
42985,35281
42932,35219
42879,35159
42829,35104
42783,35053
42739,35008
42699,34970
42665,34940
42635,34916
42608,34894
42585,34866
42565,34836
42548,34806
42530,34777
42511,34750
42490,34722
42466,34693
42443,34664
42421,34633
42399,34598
42375,34559
42349,34516
42324,34474
42297,34437
42267,34400
42231,34359
42188,34314
42143,34265
42094,34216
42042,34165
41987,34111
41930,34053
41874,33989
41817,33920
41760,33849
41703,33778
41642,33704
41575,33626
41502,33548
41429,33472
41358,33399
41291,33329
41224,33258
41155,33184
41087,33109
41021,33034
40958,32960
40898,32891
40842,32822
40790,32752
40740,32683
40689,32614
40633,32543
40575,32472
40515,32404
40453,32337
40388,32270
40323,32203
40261,32133
40202,32058
40146,31981
40092,31900
40038,31821
39983,31748
39925,31683
39869,31622
39815,31562
39763,31500
39713,31437
39665,31376
39619,31318
39572,31258
39522,31192
39467,31122
39408,31051
39348,30978
39287,30903
39226,30828
39164,30756
39103,30685
39043,30615
38984,30546
38926,30478
38869,30409
38814,30339
38762,30271
38713,30206
38668,30141
38626,30075
38587,30011
38545,29951
38498,29886
38445,29812
38390,29732
38329,29649
38263,29569
38193,29494
38126,29424
38062,29359
38000,29292
37941,29225
37884,29157
37829,29087
37773,29018
37720,28952
37669,28891
37621,28829
37572,28761
37525,28691
37480,28624
37434,28563
37382,28503
37326,28439
37272,28370
37218,28300
37166,28231
37117,28162
37067,28092
37012,28024
36956,27957
36899,27889
36842,27823
36784,27759
36728,27696
36673,27631
36621,27566
36568,27503
36513,27441
36456,27380
36399,27317
36342,27251
36286,27182
36228,27110
36168,27033
36105,26954
36041,26875
35975,26801
35912,26732
35857,26669
35816,26614
35792,26571
35785,26544
35795,26540
35827,26565
35885,26624
35973,26720
36092,26851
36236,27017
36403,27211
36591,27425
36790,27653
36997,27893
37206,28142
37411,28385
37607,28615
37793,28833
37964,29042
38121,29236
38260,29414
38379,29580
38479,29732
38561,29865
38629,29977
38689,30069
38741,30140
38784,30191
38816,30226
38840,30249
38858,30263
38872,30274
38882,30281
38891,30289
38900,30298
38908,30309
38914,30326
38920,30351
38931,30380
38950,30410
38974,30443
39001,30480
39029,30518
39059,30554
39092,30592
39124,30631
39155,30666
39185,30700
39213,30729
39238,30751
39260,30764
39277,30769
39292,30768
39304,30762
39310,30750
39308,30731
39299,30704
39284,30665
39262,30615
39240,30562
39215,30507
39186,30451
39150,30397
39110,30348
39074,30307
39042,30275
39013,30248
38990,30225
38972,30208
38958,30194
38946,30181
38939,30167
38940,30155
38944,30149
38946,30146
38946,30140
38946,30133
38943,30125
38937,30117
38933,30110
38932,30105
38931,30101
38930,30094
38926,30083
38919,30069
38908,30052
38893,30028
38876,30001
38856,29973
38830,29946
38797,29919
38762,29892
38726,29860
38689,29821
38650,29777
38611,29733
38575,29687
38537,29636
38496,29583
38455,29531
38413,29482
38372,29432
38333,29379
38296,29328
38257,29279
38215,29228
38168,29171
38118,29112
38067,29054
38015,28996
37962,28938
37913,28881
37871,28820
37832,28758
37795,28701
37759,28649
37724,28599
37686,28545
37646,28488
37605,28430
37559,28371
37507,28310
37451,28249
37394,28191
37336,28138
37280,28085
37227,28031
37179,27980
37135,27932
37095,27883
37058,27838
37021,27795
36983,27750
36947,27702
36912,27652
36878,27601
36847,27546
36819,27488
36792,27431
36764,27377
36733,27326
36699,27275
36663,27222
36623,27167
36578,27109
36531,27051
36485,26996
36442,26942
36403,26888
36365,26835
36325,26788
36284,26743
36243,26691
36202,26635
36160,26577
36117,26520
36076,26463
36039,26409
36005,26358
35968,26307
35926,26255
35881,26202
35837,26151
35793,26100
35750,26046
35707,25989
35664,25932
35620,25874
35578,25819
35536,25768
35493,25719
35449,25672
35403,25623
35359,25573
35317,25524
35277,25480
35239,25437
35204,25394
35168,25349
35127,25298
35082,25241
35033,25181
34983,25122
34936,25062
34893,25002
34853,24944
34814,24884
34777,24824
34739,24764
34699,24701
34659,24640
34620,24584
34582,24534
34543,24490
34507,24450
34478,24418
34459,24396
34455,24387
34467,24396
34497,24430
34548,24491
34625,24581
34729,24700
34858,24846
35009,25014
35178,25203
35362,25411
35555,25634
35753,25866
35950,26105
36141,26340
36326,26566
36502,26781
36665,26983
36814,27169
36946,27339
37059,27491
37154,27624
37229,27735
37290,27824
37342,27896
37387,27951
37425,27992
37457,28026
37482,28055
37501,28078
37515,28096
37528,28110
37540,28123
37552,28136
37563,28152
37570,28172
37575,28198
37582,28226
37594,28251
37612,28273
37632,28296
37656,28322
37685,28347
37715,28370
37745,28396
37772,28424
37797,28452
37820,28477
37844,28499
37864,28517
37879,28530
37886,28538
37886,28539
37877,28532
37861,28513
37840,28485
37816,28452
37785,28415
37747,28374
37706,28333
37666,28292
37628,28254
37594,28217
37561,28185
37532,28157
37508,28129
37489,28103
